symbol,score,close,pivot,dist_to_pivot_pct,box_span_pct,atr_ratio,vol5_to_vol50,uptrend,within_20pct_high,nr7_today,inside_today,tv20_cr
MASTEK,0.0537,2451.8,2818.0,13.0,16.48,1.36,0.88,False,False,True,False,102.15
PATANJALI,0.053,1879.5,1961.8,4.2,16.16,1.19,1.25,False,True,False,False,284.43
OBEROIRLTY,0.0506,1665.9,1857.0,10.29,14.45,0.96,2.11,False,False,False,False,135.45
NESTLEIND,0.05,2229.0,2490.0,10.48,12.12,1.24,1.34,False,True,False,False,166.39
SAPPHIRE,0.05,326.3,368.0,11.33,14.63,1.21,1.59,False,True,True,False,73.62
POONAWALLA,0.05,411.5,465.9,11.68,15.75,1.25,2.4,False,True,False,False,91.05
VIJAYA,0.05,1118.35,1164.7,3.98,15.92,1.53,5.01,False,True,False,True,61.65
HOMEFIRST,0.05,1306.0,1519.0,14.02,17.47,1.24,1.67,False,True,False,False,65.02
OLECTRA,0.05,1437.0,1586.2,9.41,26.14,1.5,4.46,False,True,False,False,204.07
3MINDIA,0.0459,30900.0,32090.0,3.71,10.24,1.19,1.97,False,False,True,False,20.94
FIVESTAR,0.0443,650.0,794.45,18.18,31.12,1.04,1.14,False,False,False,False,67.46
ELGIEQUIP,0.0306,563.55,608.4,7.37,12.19,1.05,1.75,False,False,False,False,74.55
ANANTRAJ,0.0256,580.0,620.0,6.45,12.52,1.08,1.61,False,False,False,False,183.41
APLAPOLLO,0.0252,1523.7,1726.0,11.72,15.36,1.08,1.97,False,False,False,True,132.52
TEJASNET,0.0239,594.05,703.8,15.59,23.1,1.1,1.18,False,False,False,False,72.39
PERSISTENT,0.0188,5174.0,5849.0,11.54,14.75,1.11,2.38,False,False,True,True,311.17
NATCOPHARM,0.0184,960.0,1059.0,9.35,12.93,1.34,1.09,False,False,False,False,173.75
MRPL,0.0013,131.7,158.3,16.8,21.67,1.19,2.59,False,False,True,False,113.35
PPLPHARMA,0.0,206.04,220.85,6.71,13.4,1.24,1.29,False,False,False,False,125.11
IEX,0.0,134.95,209.99,35.74,58.16,1.72,5.78,False,False,True,False,497.74
