symbol,score,close,pivot,dist_to_pivot_pct,box_span_pct,atr_ratio,vol5_to_vol50,uptrend,within_20pct_high,nr7_today,inside_today,tv20_cr,ema_9,ema_50,above_ema_9,above_ema_50,ema_trend
AMBER,0.2243,7833.0,8008.5,2.19,10.28,1.13,1.27,True,True,False,False,293.71,7502.35,7073.34,True,True,bullish
MOTHERSON,0.2237,102.55,105.95,3.21,8.75,0.98,0.93,True,False,False,False,142.89,101.39,101.92,True,True,bullish
GODIGIT,0.223,364.25,374.75,2.8,10.27,0.9,2.28,True,True,False,False,49.81,352.96,340.55,True,True,bullish
CERA,0.2226,6480.5,7100.0,8.73,10.42,0.92,0.45,False,False,False,True,28.95,6675.65,6626.42,False,False,bearish
NAM-INDIA,0.2226,810.0,876.7,7.61,11.31,1.04,0.77,True,True,False,False,74.51,822.78,821.81,False,False,bearish
TRENT,0.2221,5004.0,5470.0,8.52,10.24,0.59,0.89,False,False,False,False,677.09,5175.83,5358.62,False,False,bearish
HAL,0.2213,4518.0,4932.0,8.39,11.75,0.85,0.64,False,True,False,False,487.8,4644.94,4769.48,False,False,bearish
RELIANCE,0.2209,1416.6,1500.0,5.56,8.26,0.97,1.03,False,True,False,False,1548.66,1411.02,1423.73,True,False,bearish
DCMSHRIRAM,0.2205,1425.0,1502.3,5.15,11.12,1.43,0.61,True,True,False,False,105.96,1403.89,1265.38,True,True,bullish
HEROMOTOCO,0.2188,4331.0,4484.0,3.41,6.67,1.03,0.89,False,False,False,False,233.49,4322.64,4267.02,True,True,bearish
TATACONSUM,0.2184,1061.6,1109.7,4.33,6.15,1.09,1.94,False,True,False,False,132.52,1070.44,1083.53,False,False,bearish
RKFORGE,0.2183,600.0,679.3,11.67,13.64,0.87,0.3,False,False,False,False,38.51,626.24,663.18,False,False,bearish
KPITTECH,0.2177,1218.0,1300.9,6.37,9.93,0.76,0.76,False,False,False,True,88.8,1239.73,1253.83,False,False,bearish
PETRONET,0.2169,293.1,313.4,6.48,7.57,0.95,0.87,False,False,False,False,91.85,302.2,304.69,False,False,bearish
PVRINOX,0.216,988.25,1045.0,5.43,8.76,1.04,0.59,False,False,False,False,38.6,999.32,1006.78,False,False,bearish
TARIL,0.2152,511.5,525.65,2.69,9.71,0.85,0.84,False,False,False,False,40.82,501.31,508.07,True,True,bearish
LTIM,0.2151,5048.0,5338.0,5.43,6.58,0.99,0.99,False,False,False,False,147.81,5143.59,5221.04,False,False,bearish
MAHSEAMLES,0.215,697.0,748.75,6.91,10.68,0.9,0.79,False,True,False,False,20.44,706.44,709.32,False,False,bearish
SYNGENE,0.2143,709.7,712.75,0.43,12.97,1.58,2.43,False,False,False,False,91.24,680.24,649.42,True,True,bullish
AIAENG,0.214,3183.4,3472.0,8.31,9.74,0.96,0.56,False,False,False,False,16.79,3288.84,3339.03,False,False,bearish
CRAFTSMAN,0.2138,6465.0,6688.0,3.33,12.19,1.08,0.66,True,True,False,False,41.74,6323.97,5772.51,True,True,bullish
HONASA,0.2137,266.25,301.0,11.54,15.21,0.83,0.39,False,False,False,True,12.33,275.25,293.01,False,False,bearish
PNCINFRA,0.2136,320.0,331.8,3.56,10.84,0.99,0.65,True,False,False,False,24.57,310.58,306.85,True,True,bullish
JBMA,0.2112,650.0,680.0,4.41,7.38,0.74,1.43,False,False,False,False,32.05,648.23,647.87,False,False,bullish
ACE,0.2109,1124.9,1199.0,6.18,10.78,0.82,0.59,False,False,False,False,15.61,1128.61,1185.31,False,False,bearish
SRF,0.2099,3109.0,3260.4,4.64,7.93,1.22,1.15,True,True,True,False,144.75,3127.81,3213.74,False,False,bearish
KPRMILL,0.2087,1148.0,1257.0,8.67,10.28,1.0,0.76,False,True,False,True,67.95,1190.65,1198.64,False,False,bearish
MANKIND,0.2082,2555.0,2716.5,5.95,7.81,1.29,0.88,False,True,False,False,225.65,2591.48,2572.76,False,False,bearish
OFSS,0.2056,8645.0,9034.5,4.31,6.12,0.92,1.2,False,False,True,True,106.08,8729.91,8763.66,False,False,bearish
UNIONBANK,0.2053,133.05,144.7,8.05,10.35,0.81,1.01,False,True,False,False,181.45,136.93,138.93,False,False,bearish
DELHIVERY,0.2029,422.25,449.45,6.05,10.75,1.05,0.96,True,True,False,False,125.35,427.03,387.14,False,True,bullish
POLYMED,0.1999,1975.0,2230.0,11.43,14.17,0.75,0.56,False,False,False,False,23.46,2054.49,2165.47,False,False,bearish
UBL,0.1997,1978.0,2110.0,6.26,8.49,0.9,2.21,False,True,False,False,36.22,2003.74,1983.57,False,False,bearish
DABUR,0.199,518.5,536.5,3.36,5.69,1.11,1.06,False,False,False,False,139.92,517.2,500.7,True,True,bullish
KEI,0.1987,3918.0,4034.4,2.89,10.78,0.99,1.11,True,True,False,False,147.67,3903.44,3777.45,True,True,bullish
ABB,0.1984,5590.0,5872.0,4.8,7.23,1.08,0.87,False,False,False,False,186.2,5656.01,5786.88,False,False,bearish
CROMPTON,0.1975,328.6,353.25,6.98,8.51,0.98,0.82,False,False,True,False,61.54,335.26,343.92,False,False,bearish
INDIACEM,0.1973,365.2,375.0,2.61,12.39,1.06,0.98,True,True,False,False,26.26,358.49,351.35,True,True,bullish
TANLA,0.1973,642.2,690.0,6.93,12.61,1.0,0.57,True,False,False,False,43.7,649.87,643.32,False,False,bearish
360ONE,0.1973,1083.8,1228.8,11.8,15.67,0.78,0.85,False,True,False,False,265.92,1123.8,1121.7,False,False,bearish
KIRLOSBROS,0.1973,1950.0,2257.9,13.64,18.1,0.99,0.28,False,False,False,False,56.02,2035.52,2186.13,False,False,bearish
GPPL,0.1957,160.01,168.2,4.87,8.69,0.92,0.87,False,False,False,False,23.27,160.39,156.66,False,True,bearish
CGCL,0.1955,181.8,190.3,4.47,9.15,1.05,0.64,False,False,False,False,85.65,181.25,173.05,False,True,bullish
VTL,0.195,462.5,506.6,8.71,10.92,0.9,0.57,False,False,True,False,35.01,479.58,499.38,False,False,bearish
PGEL,0.1946,807.0,836.45,3.52,9.69,0.93,0.72,False,False,False,False,172.37,798.82,784.47,True,True,bullish
CAMS,0.1946,3916.0,4289.0,8.7,10.65,0.87,0.65,False,False,False,False,128.68,4081.64,4099.05,False,False,bearish
TITAGARH,0.194,874.0,959.0,8.86,15.73,0.83,0.5,False,False,False,True,109.99,897.06,934.79,False,False,bearish
RAINBOW,0.1939,1530.0,1645.7,7.03,9.52,1.05,1.61,True,True,False,False,37.2,1542.79,1536.84,False,False,bearish
BASF,0.1924,5060.0,5260.0,3.8,8.13,1.05,0.81,False,False,False,False,10.75,5039.25,5004.06,True,True,bearish
SOBHA,0.1911,1562.0,1732.5,9.84,15.33,1.01,0.58,True,False,False,False,66.48,1614.96,1565.46,False,False,bearish
J&KBANK,0.1888,106.0,116.4,8.93,12.26,0.96,0.67,False,True,False,False,38.81,109.33,111.13,False,False,bearish
ANGELONE,0.1868,2649.0,2872.0,7.76,11.02,0.83,0.69,False,False,False,False,365.6,2706.96,2767.07,False,False,bearish
HSCL,0.1861,486.95,534.45,8.89,11.51,0.96,0.46,False,False,False,False,102.76,500.68,508.41,False,False,bearish
BLUESTARCO,0.1855,1743.0,1922.4,9.33,11.61,0.95,0.46,False,False,True,False,141.74,1770.54,1746.05,False,False,bearish
CRISIL,0.1852,5311.5,6130.0,13.35,16.1,0.92,0.44,False,False,False,False,28.15,5633.97,5586.83,False,False,bearish
AAVAS,0.1844,1760.0,2013.9,12.61,16.1,0.92,0.44,False,False,False,False,32.88,1856.39,1892.58,False,False,bearish
MAZDOCK,0.1836,2717.0,3149.5,13.73,18.57,0.71,0.71,False,False,False,False,447.89,2902.58,3139.18,False,False,bearish
NETWEB,0.1834,1964.6,2008.6,2.19,9.98,1.01,1.04,False,False,False,False,88.32,1920.06,1861.49,True,True,bullish
INOXINDIA,0.1821,1170.0,1279.0,8.52,10.51,1.03,0.84,False,True,False,False,9.91,1206.59,1238.04,False,False,bearish
COHANCE,0.1816,1002.0,1121.15,10.63,13.74,0.88,0.51,False,False,False,False,23.5,1029.53,1037.28,False,False,bearish
KAYNES,0.1812,5547.5,6090.0,8.91,12.35,0.78,0.63,False,False,False,False,189.71,5717.36,6013.73,False,False,bearish
JUBLPHARMA,0.1797,1153.6,1242.0,7.12,12.92,0.99,0.68,False,True,False,False,35.28,1181.87,1179.58,False,False,bearish
RAYMONDLSL,0.1785,1116.0,1292.7,13.67,19.96,0.94,0.45,False,False,False,False,38.2,1149.74,1260.68,False,False,bearish
BANDHANBNK,0.1781,173.9,188.15,7.57,9.11,0.97,0.85,False,False,False,False,154.4,178.8,176.42,False,False,bearish
NAUKRI,0.1773,1412.3,1485.0,4.9,9.28,0.93,0.89,False,False,False,False,228.14,1422.38,1418.02,False,False,bearish
TRITURBINE,0.1762,607.1,675.2,10.09,12.82,0.87,0.55,False,False,False,False,67.93,628.94,644.02,False,False,bearish
ARE&M,0.176,994.0,1033.25,3.8,7.02,1.02,1.11,False,False,False,False,58.4,991.3,991.56,True,True,bearish
WHIRLPOOL,0.1747,1385.4,1473.8,6.0,9.54,0.96,0.82,False,False,False,False,37.05,1399.84,1359.47,False,True,bearish
TCS,0.1746,3057.0,3272.0,6.57,7.55,0.92,1.18,False,False,False,False,993.85,3123.03,3150.8,False,False,bearish
GVT&D,0.1705,2480.0,2569.8,3.49,12.29,1.04,0.97,True,True,False,False,105.17,2435.49,2262.71,True,True,bullish
SWSOLAR,0.1698,291.0,341.0,14.66,21.25,0.91,0.54,False,False,False,False,126.51,302.23,325.95,False,False,bearish
JUSTDIAL,0.1694,850.2,957.9,11.24,13.49,0.89,0.57,False,False,False,True,25.46,869.04,908.44,False,False,bearish
DALBHARAT,0.1669,2198.9,2343.0,6.15,9.32,1.28,1.5,True,True,True,False,86.06,2226.14,2136.89,False,True,bearish
KIMS,0.1666,750.9,798.4,5.95,13.34,1.04,1.01,True,True,False,False,50.81,755.99,728.55,False,True,bullish
PREMIERENE,0.1661,1050.7,1136.4,7.54,9.56,1.0,0.81,False,False,False,False,135.16,1072.85,1099.28,False,False,bearish
ADANIGREEN,0.1639,1016.4,1054.9,3.65,8.06,0.94,1.13,False,False,False,False,200.73,1013.31,999.47,True,True,bearish
CGPOWER,0.1635,660.0,695.5,5.1,7.58,0.95,1.34,False,False,False,False,201.26,669.9,671.44,False,False,bearish
ETERNAL,0.1629,306.2,314.45,2.62,18.88,1.28,1.01,True,True,False,False,1307.29,295.84,264.05,True,True,bullish
CARBORUNIV,0.1615,930.0,1004.6,7.43,8.97,0.9,1.06,False,False,False,False,12.56,962.29,977.46,False,False,bearish
METROPOLIS,0.1614,1945.6,2064.0,5.74,12.08,1.36,0.53,False,True,False,False,59.92,1967.13,1966.55,False,False,bearish
PEL,0.1606,1300.0,1351.0,3.77,11.04,1.32,0.98,True,True,False,True,142.28,1290.64,1218.29,True,True,bullish
ELECON,0.1592,584.6,637.85,8.35,13.32,0.87,0.66,False,False,False,False,51.06,589.47,616.9,False,False,bearish
GODFRYPHLP,0.1574,8952.0,9828.0,8.91,16.26,1.02,1.08,True,True,False,False,200.0,8965.69,8561.3,False,True,bearish
CLEAN,0.1558,1238.0,1489.9,16.91,21.28,0.95,0.58,False,False,True,True,17.69,1294.67,1376.76,False,False,bearish
M&MFIN,0.1551,251.9,267.45,5.81,8.38,0.89,1.49,False,False,False,False,79.95,256.52,260.23,False,False,bearish
ZFCVINDIA,0.1522,13240.0,14185.0,6.66,10.46,0.85,0.96,False,False,False,True,12.63,13302.21,13137.05,False,True,bullish
TECHM,0.1514,1458.0,1611.0,9.5,11.98,0.98,0.87,False,True,False,False,333.53,1504.05,1571.55,False,False,bearish
SBFC,0.1513,106.79,120.0,11.01,12.83,0.89,0.97,False,True,False,False,30.31,112.85,115.22,False,False,bearish
CAMPUS,0.1505,273.3,304.4,10.22,13.3,1.27,0.3,False,False,False,False,29.87,282.0,278.72,False,False,bearish
BBTC,0.1491,1935.1,2074.0,6.7,8.82,0.87,1.43,False,False,False,False,12.61,1956.81,1953.56,False,False,bearish
SAMMAANCAP,0.1489,125.38,139.54,10.15,13.98,0.96,0.61,False,False,False,False,226.36,129.01,131.06,False,False,bearish
SCHAEFFLER,0.1486,4039.1,4374.9,7.68,9.9,0.98,1.2,False,True,False,False,40.83,4132.87,4200.14,False,False,bearish
IGL,0.1478,205.0,222.21,7.74,10.81,0.79,1.0,False,False,False,False,78.82,209.0,217.04,False,False,bearish
HONAUT,0.1477,38195.0,41075.0,7.01,9.19,0.93,1.07,False,False,False,False,22.68,39536.64,40363.58,False,False,bearish
ZENSARTECH,0.1477,811.9,857.3,5.3,10.67,1.0,1.07,False,True,False,False,66.41,814.4,834.45,False,False,bearish
CDSL,0.1469,1542.1,1753.9,12.08,15.41,0.92,0.67,False,False,False,False,505.67,1632.77,1636.39,False,False,bearish
AIIL,0.1457,2825.0,2896.0,2.45,22.3,1.54,3.17,True,True,False,False,120.8,2779.14,2538.5,True,True,bullish
JMFINANCIL,0.1449,163.35,181.4,9.95,13.43,1.07,1.09,True,True,True,False,121.56,168.81,169.41,False,False,bearish
CANFINHOME,0.1446,747.9,823.9,9.22,10.63,0.94,0.86,False,False,False,False,18.98,779.37,779.16,False,False,bearish
THERMAX,0.1441,3794.0,4091.8,7.28,17.71,1.21,0.34,False,False,False,False,128.1,3766.0,3563.89,True,True,bullish
ATUL,0.1439,6717.0,7675.0,12.48,18.02,1.16,0.68,False,True,True,False,32.96,6834.71,7032.79,False,False,bearish
ICICIPRULI,0.1434,615.7,693.5,11.22,13.16,1.1,0.46,False,False,False,False,101.34,628.01,657.68,False,False,bearish
AUBANK,0.1428,740.25,820.8,9.81,13.43,1.1,0.76,False,True,False,False,198.89,751.0,755.84,False,False,bearish
AWL,0.1426,264.95,286.0,7.36,9.83,1.06,0.84,False,False,True,False,115.11,270.83,266.87,False,False,bearish
RRKABEL,0.1416,1390.0,1522.0,8.67,14.54,1.07,0.81,True,False,False,False,41.22,1406.38,1371.87,False,True,bearish
INOXWIND,0.141,156.55,175.25,10.67,14.72,0.81,0.84,False,False,False,False,111.87,160.38,170.55,False,False,bearish
AFFLE,0.1317,1965.0,2025.0,2.96,12.82,1.06,1.2,True,True,False,False,53.55,1899.59,1866.79,True,True,bullish
AARTIIND,0.1314,442.1,459.65,3.82,9.53,0.88,1.18,False,False,False,False,51.76,437.51,451.15,True,False,bearish
LICHSGFIN,0.1306,599.0,646.5,7.35,10.3,0.96,0.97,False,False,False,False,105.94,609.02,609.36,False,False,bearish
GRANULES,0.128,488.0,511.75,4.64,10.31,0.97,0.97,False,False,False,False,39.33,480.37,491.94,True,False,bearish
PRESTIGE,0.1278,1641.0,1814.0,9.54,13.58,0.97,1.03,False,True,False,True,161.11,1693.22,1705.61,False,False,bearish
KFINTECH,0.1265,1128.0,1308.3,13.78,17.18,0.72,1.04,False,False,False,False,115.05,1206.75,1268.93,False,False,bearish
CHALET,0.1256,899.0,953.85,5.75,10.97,1.06,1.07,False,True,False,False,17.71,912.18,894.15,False,True,bearish
ECLERX,0.1251,3725.9,3920.9,4.97,12.93,1.08,3.05,True,True,False,True,33.65,3679.79,3460.1,True,True,bullish
NEWGEN,0.1246,859.4,1109.9,22.57,32.58,0.79,0.96,False,False,False,True,51.09,908.04,1040.65,False,False,bearish
MPHASIS,0.1241,2782.0,2911.0,4.43,11.04,1.26,1.9,True,True,False,False,142.76,2746.64,2825.73,True,False,bearish
NEULANDLAB,0.124,13848.0,15500.0,10.66,24.36,1.35,0.46,False,False,True,False,225.69,13815.68,12746.42,True,True,bullish
UTIAMC,0.1233,1325.0,1494.8,11.36,14.75,1.24,1.06,True,True,False,False,58.62,1389.41,1400.87,False,False,bearish
GSPL,0.1208,319.95,348.0,8.06,9.35,0.95,1.19,False,False,False,False,19.91,326.74,327.74,False,False,bearish
SONACOMS,0.1203,471.95,496.45,4.94,10.8,1.04,0.86,False,False,False,False,227.1,472.9,461.66,False,True,bearish
BAJFINANCE,0.1181,887.0,970.95,8.65,10.99,0.99,1.48,False,True,False,False,703.31,919.9,921.31,False,False,bearish
GODREJAGRO,0.1117,842.5,876.35,3.86,12.63,1.14,2.96,True,True,False,False,32.56,826.51,786.73,True,True,bullish
CHOLAHLDNG,0.1115,1923.8,2169.0,11.3,14.98,0.97,1.12,False,True,True,True,45.74,2009.85,1997.25,False,False,bearish
CREDITACC,0.1099,1240.0,1401.3,11.51,13.65,1.15,2.26,True,True,False,False,134.73,1290.75,1226.87,False,True,bearish
INFY,0.1089,1513.5,1612.0,6.11,8.56,1.09,1.36,False,False,False,True,1119.32,1545.53,1574.61,False,False,bearish
WESTLIFE,0.1089,756.6,806.4,6.18,9.55,1.23,0.91,False,False,False,False,10.36,766.81,779.22,False,False,bearish
LODHA,0.1074,1248.0,1461.5,14.61,21.71,0.92,4.05,False,True,False,True,289.56,1320.76,1392.27,False,False,bearish
GODREJPROP,0.1072,2153.0,2407.9,10.59,14.3,0.89,0.95,False,False,False,True,178.95,2246.84,2283.49,False,False,bearish
CYIENT,0.1064,1230.9,1317.7,6.59,9.07,1.04,2.08,False,False,False,False,56.2,1256.66,1288.32,False,False,bearish
CANBK,0.1058,110.15,117.5,6.26,10.17,1.15,1.62,False,True,True,False,298.46,111.27,109.15,False,True,bearish
HINDCOPPER,0.1012,258.25,281.8,8.36,14.19,0.94,0.91,False,False,False,False,121.5,263.42,257.97,False,True,bearish
SAIL,0.1002,126.14,138.75,9.09,12.25,0.96,1.2,False,True,False,False,165.07,131.35,134.06,False,False,bearish
AADHARHFC,0.1,508.05,537.5,5.48,17.52,1.41,2.29,True,True,False,False,72.28,504.74,469.1,True,True,bullish
PAYTM,0.1,1075.5,1128.5,4.7,17.98,1.29,2.24,True,True,False,True,612.1,1054.91,979.82,True,True,bullish
GMDCLTD,0.1,412.0,472.4,12.79,23.69,1.42,1.24,True,True,False,False,268.21,422.91,391.6,False,True,bearish
SIGNATURE,0.0988,1130.0,1272.9,11.23,13.44,0.95,0.92,False,False,False,False,42.61,1194.12,1245.64,False,False,bearish
KAJARIACER,0.097,1170.0,1268.5,7.77,10.12,1.23,1.44,True,False,True,True,84.99,1189.39,1196.27,False,False,bearish
INTELLECT,0.0955,1034.0,1210.0,14.55,18.76,0.98,1.3,False,True,False,True,45.11,1106.88,1142.86,False,False,bearish
LATENTVIEW,0.0912,416.95,467.0,10.72,15.33,1.29,0.65,False,False,False,False,37.71,425.47,435.35,False,False,bearish
RHIM,0.0911,495.0,531.9,6.94,12.1,1.0,0.91,False,False,False,True,46.72,497.1,487.5,False,True,bullish
COLPAL,0.0907,2216.9,2412.0,8.09,9.83,1.02,1.91,False,False,False,False,167.74,2283.04,2406.48,False,False,bearish
WIPRO,0.0906,251.35,271.9,7.56,9.81,1.26,0.99,False,False,False,False,262.14,257.08,257.94,False,False,bearish
AXISBANK,0.0893,1065.0,1179.9,9.74,11.69,1.05,1.45,False,True,False,False,1038.22,1098.29,1154.79,False,False,bearish
ZEEL,0.089,118.9,146.99,19.11,25.48,1.11,0.77,False,False,False,False,231.69,128.35,138.33,False,False,bearish
MGL,0.0884,1391.5,1562.0,10.92,14.44,0.98,0.94,False,False,False,False,102.37,1432.33,1471.77,False,False,bearish
SHRIRAMFIN,0.0852,639.0,688.0,7.12,13.51,1.03,1.64,False,True,False,False,364.28,642.3,662.69,False,False,bearish
IPCALAB,0.0841,1488.0,1595.0,6.71,11.87,1.05,1.81,False,True,False,False,39.13,1484.41,1458.23,True,True,bullish
INDUSINDBK,0.0833,813.8,890.9,8.65,12.4,1.03,0.91,False,False,False,False,391.05,833.89,850.63,False,False,bearish
NLCINDIA,0.0799,239.95,248.2,3.32,9.34,1.14,1.47,False,False,False,True,42.02,237.53,229.22,True,True,bullish
BIKAJI,0.077,769.0,814.65,5.6,12.6,1.07,1.98,True,False,False,False,25.7,761.3,739.65,True,True,bullish
COFORGE,0.0766,1717.0,1915.0,10.34,15.23,1.07,2.46,False,True,False,True,372.76,1774.48,1790.2,False,False,bearish
VGUARD,0.0746,380.6,409.75,7.11,10.16,1.1,1.16,False,False,False,False,12.64,395.53,394.73,False,False,bearish
BSOFT,0.0729,410.05,436.4,6.04,13.27,1.02,0.99,False,False,False,False,56.16,405.94,418.51,True,False,bearish
PCBL,0.0715,390.7,430.0,9.14,12.52,1.04,0.98,False,False,False,False,80.19,401.91,423.84,False,False,bearish
ACC,0.0687,1829.0,1998.0,8.46,9.68,1.15,1.82,False,False,True,True,78.23,1893.45,1920.29,False,False,bearish
HCLTECH,0.0673,1475.0,1642.4,10.19,12.3,0.88,1.42,False,False,True,False,596.07,1515.36,1614.44,False,False,bearish
SBICARD,0.0664,819.95,1004.75,18.39,22.65,1.04,1.01,False,False,False,False,110.13,872.7,914.71,False,False,bearish
PNBHOUSING,0.0646,1010.6,1116.5,9.48,12.62,1.13,1.45,False,True,False,False,115.74,1043.93,1075.18,False,False,bearish
SWANENERGY,0.0643,484.75,526.7,7.96,16.24,1.21,0.81,False,False,False,False,278.28,488.8,477.48,False,True,bearish
KOTAKBANK,0.0633,1970.2,2233.6,11.79,14.24,1.14,1.35,False,True,False,False,738.13,2089.45,2163.07,False,False,bearish
CEATLTD,0.0631,3353.0,4044.0,17.09,23.0,1.17,1.16,False,True,False,True,83.36,3481.64,3588.18,False,False,bearish
BRIGADE,0.0607,1015.7,1142.0,11.06,14.58,0.91,1.31,False,False,False,False,44.72,1054.3,1093.59,False,False,bearish
CHENNPETRO,0.055,703.2,799.7,12.07,17.73,1.21,1.17,True,False,False,True,290.71,734.4,699.32,False,True,bearish
ABREL,0.0545,1937.5,2253.5,14.02,16.91,0.94,1.34,False,False,True,True,35.26,2049.27,2187.28,False,False,bearish
MASTEK,0.0537,2451.8,2818.0,13.0,16.48,1.36,0.88,False,False,True,False,102.15,2512.45,2533.19,False,False,bearish
PATANJALI,0.053,1879.5,1961.8,4.2,16.16,1.19,1.25,False,True,False,False,284.43,1873.91,1745.45,True,True,bullish
OBEROIRLTY,0.0506,1665.9,1857.0,10.29,14.45,0.96,2.11,False,False,False,False,135.45,1734.65,1813.32,False,False,bearish
NESTLEIND,0.05,2229.0,2490.0,10.48,12.12,1.24,1.34,False,True,False,False,166.39,2332.39,2400.9,False,False,bearish
SAPPHIRE,0.05,326.3,368.0,11.33,14.63,1.21,1.59,False,True,True,False,73.62,335.09,336.87,False,False,bearish
POONAWALLA,0.05,411.5,465.9,11.68,15.75,1.25,2.4,False,True,False,False,91.05,433.56,456.56,False,False,bearish
VIJAYA,0.05,1118.35,1164.7,3.98,15.92,1.53,5.01,False,True,False,True,61.65,1076.18,1028.08,True,True,bullish
HOMEFIRST,0.05,1306.0,1519.0,14.02,17.47,1.24,1.67,False,True,False,False,65.02,1384.21,1381.37,False,False,bearish
OLECTRA,0.05,1437.0,1586.2,9.41,26.14,1.5,4.46,False,True,False,False,204.07,1383.78,1282.51,True,True,bullish
3MINDIA,0.0459,30900.0,32090.0,3.71,10.24,1.19,1.97,False,False,True,False,20.94,30819.61,29723.28,True,True,bullish
FIVESTAR,0.0443,650.0,794.45,18.18,31.12,1.04,1.14,False,False,False,False,67.46,702.38,732.47,False,False,bearish
ELGIEQUIP,0.0306,563.55,608.4,7.37,12.19,1.05,1.75,False,False,False,False,74.55,563.2,534.09,False,True,bullish
ANANTRAJ,0.0256,580.0,620.0,6.45,12.52,1.08,1.61,False,False,False,False,183.41,572.76,553.92,True,True,bearish
APLAPOLLO,0.0252,1523.7,1726.0,11.72,15.36,1.08,1.97,False,False,False,True,132.52,1606.78,1704.26,False,False,bearish
TEJASNET,0.0239,594.05,703.8,15.59,23.1,1.1,1.18,False,False,False,False,72.39,615.88,672.43,False,False,bearish
PERSISTENT,0.0188,5174.0,5849.0,11.54,14.75,1.11,2.38,False,False,True,True,311.17,5357.21,5586.89,False,False,bearish
NATCOPHARM,0.0184,960.0,1059.0,9.35,12.93,1.34,1.09,False,False,False,False,173.75,985.08,997.41,False,False,bearish
MRPL,0.0013,131.7,158.3,16.8,21.67,1.19,2.59,False,False,True,False,113.35,141.62,144.8,False,False,bearish
PPLPHARMA,0.0,206.04,220.85,6.71,13.4,1.24,1.29,False,False,False,False,125.11,205.77,203.52,False,True,bearish
IEX,0.0,134.95,209.99,35.74,58.16,1.72,5.78,False,False,True,False,497.74,162.83,194.88,False,False,bearish
