symbol,close,volume,high,low,open,ema_4,ema_9,ema_18,ema_50,ema_200,above_ema_9,above_ema_50,above_ema_200,ema_trend
TARIL,509.25,955881,512.25,476.0,476.0,498.86,501.31,504.62,508.07,510.02,True,True,False,bearish
ABBOTINDIA,34710.0,14011,34750.0,32865.0,32960.0,34086.78,34135.17,34242.89,34400.64,34510.06,True,True,True,bearish
UNOMINDA,1072.4,451658,1075.9,1042.3,1065.0,1073.73,1078.94,1085.05,1092.31,1096.82,False,False,False,bearish
CGCL,181.18,2669483,182.45,175.05,178.99,181.62,181.67,180.75,179.18,178.1,False,True,True,bearish
DATAPATTNS,2584.4,186512,2625.0,2529.8,2558.1,2638.42,2712.85,2784.92,2870.43,2924.33,False,False,False,bearish
SUMICHEM,604.7,789420,612.0,576.1,576.1,592.79,586.63,575.49,557.66,545.04,True,True,True,bullish
LICI,899.05,530162,902.95,886.65,888.95,899.97,908.31,915.22,921.73,925.25,False,False,False,bearish
PIDILITIND,2892.9,164382,2898.0,2857.8,2870.0,2896.78,2923.45,2961.11,3014.12,3050.32,False,False,False,bearish
IRB,46.56,10014056,46.95,45.08,45.43,46.6,47.21,47.65,48.02,48.2,False,False,False,bearish
BRIGADE,1009.0,459388,1026.0,993.9,1006.0,1030.76,1053.59,1067.67,1076.44,1079.21,False,False,False,bearish
LTFOODS,500.7,909515,503.9,478.85,479.8,492.5,493.11,494.12,495.14,495.78,True,True,True,bearish
AFCONS,396.95,1132249,400.1,390.0,400.0,405.67,412.76,418.0,423.67,427.17,False,False,False,bearish
JKCEMENT,6502.0,68572,6597.0,6400.0,6458.0,6496.95,6495.66,6477.16,6444.21,6420.07,True,True,True,bullish
RAMCOCEM,1193.3,372439,1195.0,1150.6,1167.9,1177.3,1171.51,1165.59,1158.05,1153.21,True,True,True,bullish
TATATECH,707.4,618012,709.5,696.2,699.3,707.76,711.35,712.6,711.33,709.46,False,False,False,bearish
HUDCO,216.36,2020388,217.3,212.36,213.98,218.28,222.06,225.42,228.8,230.66,False,False,False,bearish
DALBHARAT,2198.6,195946,2214.2,2178.5,2214.2,2219.78,2226.28,2214.91,2193.12,2177.87,False,True,True,bearish
TIINDIA,2868.5,149463,2880.7,2793.8,2823.5,2875.64,2895.86,2903.09,2903.04,2900.71,False,False,False,bearish
MSUMI,38.98,10984590,40.41,38.69,39.9,40.12,41.15,41.88,42.53,42.87,False,False,False,bearish
MEDANTA,1331.4,319627,1387.9,1325.1,1355.6,1332.59,1325.74,1319.38,1310.63,1304.4,True,True,True,bullish
CREDITACC,1238.0,335573,1292.8,1232.0,1273.7,1277.42,1291.65,1292.92,1287.8,1282.57,False,False,False,bearish
CROMPTON,327.7,1266410,330.55,325.3,329.0,330.94,335.05,338.46,341.59,343.21,False,False,False,bearish
NH,1982.6,208843,2001.0,1965.1,1976.4,1984.69,1980.03,1976.69,1973.37,1971.09,True,True,True,bullish
HBLENGINE,579.5,703745,582.6,551.6,554.25,576.16,584.93,595.83,609.84,618.98,False,False,False,bearish
CESC,177.03,2293605,178.15,172.58,173.1,175.77,176.6,177.43,178.09,178.36,True,False,False,bearish
ALKEM,5070.7,80061,5097.5,5036.5,5049.9,5038.79,5012.65,4988.26,4958.97,4940.5,True,True,True,bullish
SIGNATURE,1128.8,359090,1168.6,1121.0,1166.0,1164.43,1194.12,1219.24,1245.64,1261.01,False,False,False,bearish
IFCI,59.0,6863221,59.85,57.12,57.95,59.19,60.0,60.63,61.13,61.35,False,False,False,bearish
ANANDRATHI,2688.3,150556,2695.0,2635.1,2650.0,2652.64,2600.7,2491.39,2308.66,2175.43,True,True,True,bullish
SCHAEFFLER,4046.6,98398,4100.0,3975.0,4055.0,4082.24,4132.87,4168.44,4200.14,4217.14,False,False,False,bearish
VGUARD,384.8,1019063,392.7,371.1,388.2,391.66,395.53,396.08,394.73,393.33,False,False,False,bearish
ABSLAMC,874.2,448093,881.6,855.2,870.2,871.03,870.19,865.85,858.11,852.57,True,True,True,bullish
ATGL,629.35,620849,631.0,618.0,628.95,632.02,639.23,644.52,648.96,651.16,False,False,False,bearish
ICICIPRULI,616.4,632734,620.35,612.5,614.7,618.98,628.01,640.75,657.68,668.67,False,False,False,bearish
SUNDARMFIN,4745.5,81761,4929.0,4711.0,4929.0,4909.73,5006.11,5047.88,5069.15,5075.69,False,False,False,bearish
SOBHA,1563.8,246805,1598.8,1539.3,1585.0,1599.05,1614.96,1602.47,1565.46,1535.3,False,False,True,bearish
APTUS,331.0,1150629,342.45,324.75,337.7,339.85,343.72,344.8,344.68,344.23,False,False,False,bearish
WHIRLPOOL,1389.9,273836,1399.1,1341.6,1379.7,1396.18,1399.84,1387.37,1359.47,1337.6,False,True,True,bearish
BLS,372.7,1018972,373.8,356.65,358.8,368.16,371.6,375.86,380.4,382.91,True,False,False,bearish
USHAMART,378.5,1002949,383.0,364.55,365.95,373.88,375.42,374.96,371.43,368.01,True,True,True,bearish
BERGEPAINT,571.5,661034,575.0,554.9,560.1,567.47,568.8,570.83,574.32,577.03,True,False,False,bearish
AADHARHFC,509.1,723337,515.7,500.4,514.0,509.76,504.73,492.43,472.65,458.78,True,True,True,bullish
RKFORGE,599.45,609233,615.5,597.45,611.0,612.97,626.24,641.95,663.18,677.45,False,False,False,bearish
INTELLECT,1038.8,350587,1058.0,1020.0,1050.5,1068.77,1106.88,1129.54,1142.86,1146.55,False,False,False,bearish
TANLA,642.85,563916,644.95,609.0,612.3,643.43,649.87,648.95,643.32,638.61,False,False,True,bearish
METROPOLIS,1950.3,183688,1977.2,1926.1,1969.9,1966.73,1967.13,1964.09,1966.55,1971.93,False,False,False,bearish
TORNTPOWER,1324.9,265829,1344.0,1318.5,1328.1,1335.62,1351.66,1372.6,1400.69,1419.24,False,False,False,bearish
ELECON,578.05,603319,584.65,563.6,567.3,578.19,589.53,605.29,627.46,642.55,False,False,False,bearish
AJANTPHARM,2823.2,121375,2828.0,2722.1,2783.7,2790.96,2764.58,2722.77,2657.25,2610.59,True,True,True,bullish
NAVINFLUOR,5148.8,66154,5164.5,5070.0,5133.5,5091.96,5057.99,5050.38,5061.38,5074.52,True,True,True,bullish
IDBI,93.02,3638714,93.45,91.8,92.3,93.75,95.39,96.94,98.59,99.54,False,False,False,bearish
IRCTC,735.8,456870,738.5,727.0,728.0,741.55,752.23,762.41,774.11,781.35,False,False,False,bearish
SJVN,96.16,3490526,96.49,94.14,94.59,96.23,97.11,97.56,97.7,97.65,False,False,False,bearish
CYIENT,1232.4,267349,1239.3,1210.2,1234.0,1241.29,1256.59,1270.19,1283.69,1291.12,False,False,False,bearish
INDIAMART,2588.9,123459,2598.7,2525.0,2554.1,2580.71,2592.86,2600.63,2597.77,2590.21,False,False,False,bearish
ECLERX,3722.0,85768,3814.4,3706.0,3768.0,3714.18,3679.21,3615.42,3513.46,3440.5,True,True,True,bullish
GESHIP,958.15,331991,960.9,918.0,934.05,958.59,970.82,982.22,995.12,1003.1,False,False,False,bearish
GLAXO,3150.2,98969,3178.8,3083.5,3083.5,3131.71,3142.79,3168.8,3210.41,3239.81,True,False,False,bearish
CONCOR,592.05,517700,593.65,586.5,587.9,596.43,603.59,610.92,619.85,625.56,False,False,False,bearish
J&KBANK,106.17,2852610,107.12,103.4,104.77,107.5,109.33,110.42,111.13,111.38,False,False,False,bearish
TRITURBINE,606.2,481960,611.3,597.4,607.7,616.24,628.94,637.69,644.02,646.56,False,False,False,bearish
FIRSTCRY,352.2,825276,357.5,350.3,354.45,356.11,362.18,367.99,373.65,376.59,False,False,False,bearish
UTIAMC,1326.2,218123,1349.9,1299.3,1342.0,1359.02,1389.41,1400.88,1400.87,1396.66,False,False,False,bearish
FSL,330.0,868651,336.0,327.45,331.0,335.52,342.37,348.45,355.22,359.37,False,False,False,bearish
GNFC,540.0,530232,548.0,528.0,528.0,539.82,542.54,544.01,545.09,545.64,False,False,False,bearish
PCBL,390.95,700539,393.7,381.65,381.65,392.65,401.91,411.88,423.84,431.4,False,False,False,bearish
MAHABANK,56.76,4819308,57.0,56.26,56.65,56.79,56.77,56.73,56.67,56.63,False,True,True,bullish
FACT,943.25,286351,950.7,920.2,929.0,946.39,948.83,945.4,937.08,930.62,False,True,True,bearish
GPPL,159.66,1686365,160.08,154.3,156.0,159.83,160.33,159.67,158.05,156.78,False,True,True,bearish
KARURVYSYA,260.05,1033813,261.25,254.6,259.1,262.43,265.62,267.97,270.18,271.39,False,False,False,bearish
GODREJAGRO,843.1,316536,848.0,814.85,833.15,838.79,826.02,808.95,788.07,775.24,True,True,True,bullish
CEATLTD,3352.8,79424,3360.0,3281.6,3316.9,3378.53,3485.11,3597.66,3711.7,3772.75,False,False,False,bearish
SBFC,106.68,2466043,111.91,106.3,111.11,110.29,112.85,114.34,115.22,115.44,False,False,False,bearish
AAVAS,1758.7,149270,1815.0,1730.5,1805.5,1811.5,1856.64,1893.2,1928.62,1947.51,False,False,False,bearish
KIRLOSBROS,1938.4,134985,1958.4,1905.0,1938.2,1971.27,2035.52,2104.12,2186.13,2237.38,False,False,False,bearish
CASTROLIND,222.45,1166531,222.95,218.11,218.57,222.18,222.58,222.36,221.7,221.15,False,True,True,bearish
ELGIEQUIP,562.6,457810,565.0,539.7,550.0,564.5,564.09,561.28,558.29,556.87,False,True,True,bullish
GILLETTE,10486.0,24320,10684.0,10301.0,10599.0,10649.91,10771.67,10755.82,10621.24,10497.12,False,False,False,bearish
ZENSARTECH,808.45,313732,815.0,786.6,796.75,807.85,814.4,822.58,834.45,842.95,False,False,False,bearish
LTTS,4287.2,58900,4309.0,4171.8,4240.1,4274.64,4299.44,4321.7,4339.51,4346.91,False,False,False,bearish
MASTEK,2453.2,102794,2490.0,2414.0,2465.8,2484.67,2512.45,2526.08,2533.19,2535.33,False,False,False,bearish
JSWINFRA,311.35,807518,312.0,303.15,305.05,312.02,313.33,313.44,313.01,312.59,False,False,False,bearish
RAYMOND,687.95,365370,695.0,668.3,684.0,696.21,702.46,702.35,698.4,694.91,False,False,False,bearish
TRIDENT,30.97,8075521,31.13,30.2,30.75,31.04,31.19,31.41,31.75,31.99,False,False,False,bearish
THERMAX,3778.6,66075,3794.0,3691.3,3713.0,3777.35,3766.0,3692.6,3563.89,3472.07,True,True,True,bullish
TBOTEK,1379.6,178667,1394.0,1355.2,1372.0,1386.1,1392.16,1384.14,1364.44,1349.08,False,True,True,bearish
NEWGEN,858.1,286878,863.8,841.5,855.0,865.74,908.04,966.6,1040.65,1087.02,False,False,False,bearish
KPRMILL,1150.6,212515,1179.2,1140.3,1179.2,1178.27,1190.65,1195.38,1198.64,1200.41,False,False,False,bearish
NETWORK18,56.46,4236626,57.07,55.52,56.59,57.31,57.99,57.77,56.83,56.02,False,False,True,bearish
AWL,264.9,873625,266.9,262.8,266.75,268.93,271.28,271.5,270.84,270.28,False,False,False,bearish
SONATSOFTW,408.25,562882,409.95,399.15,407.0,413.83,421.17,425.82,428.9,430.0,False,False,False,bearish
PRAJIND,469.6,486211,479.85,468.0,475.05,478.56,485.83,491.17,496.41,499.44,False,False,False,bearish
TECHNOE,1462.5,155705,1470.9,1401.0,1406.0,1454.34,1483.48,1521.11,1569.52,1600.81,False,False,False,bearish
TATAINVEST,6717.5,33742,6787.0,6590.5,6639.0,6689.42,6678.16,6663.49,6652.64,6650.15,True,True,True,bullish
KIMS,749.85,300011,773.75,742.2,771.05,760.63,755.99,744.65,728.55,718.06,False,True,True,bullish
CENTRALBK,36.88,6095360,36.99,36.26,36.54,37.05,37.49,37.96,38.53,38.9,False,False,False,bearish
ASTERDM,591.5,372994,593.15,575.0,576.0,587.53,590.57,593.82,597.26,599.18,True,False,False,bearish
LEMONTREE,150.39,1456226,152.05,148.5,152.0,152.54,153.94,155.03,156.53,157.64,False,False,False,bearish
JINDALSAW,216.64,1009922,218.61,213.71,214.1,219.71,222.9,225.15,227.45,228.85,False,False,False,bearish
RCF,152.48,1391677,153.89,148.2,149.8,152.67,153.48,153.8,153.8,153.7,False,False,False,bearish
STARHEALTH,426.75,493744,429.35,418.1,420.2,427.89,430.47,430.63,429.14,427.75,False,False,False,bearish
HEG,525.35,396580,527.0,510.6,514.05,523.5,526.01,522.73,512.95,504.73,False,True,True,bearish
CANFINHOME,748.2,277566,764.4,744.4,764.0,764.65,778.96,788.63,796.11,799.47,False,False,False,bearish
GRAPHITE,550.4,374886,553.5,534.9,539.0,550.77,558.68,563.57,565.43,565.05,False,False,False,bearish
NLCINDIA,239.45,852760,240.0,232.46,234.3,238.7,237.53,234.34,229.22,225.61,True,True,True,bullish
RTNINDIA,56.96,3555690,57.84,54.61,55.8,57.24,58.77,60.79,63.56,65.42,False,False,False,bearish
GPIL,194.14,1023448,194.76,188.15,188.49,191.83,191.02,189.42,186.9,185.15,True,True,True,bullish
LALPATHLAB,3026.2,65363,3052.4,3009.9,3049.7,3037.39,3022.04,2995.41,2960.4,2938.22,True,True,True,bullish
RRKABEL,1389.5,140797,1406.7,1356.6,1369.8,1397.91,1406.38,1396.55,1371.87,1352.62,False,True,True,bearish
BLUESTARCO,1744.9,110963,1748.0,1720.0,1730.0,1750.72,1771.65,1787.81,1796.4,1797.17,False,False,False,bearish
SCI,215.43,891739,216.02,211.34,213.0,216.93,218.58,219.98,221.8,223.04,False,False,False,bearish
DEEPAKNTR,1865.3,102842,1888.9,1851.0,1864.5,1882.79,1909.05,1933.79,1961.2,1977.51,False,False,False,bearish
BHARTIHEXA,1792.5,106620,1799.4,1719.2,1749.0,1787.57,1793.15,1794.16,1793.08,1792.03,False,False,True,bearish
BIKAJI,767.9,243323,774.0,746.25,750.0,765.11,761.21,753.05,742.23,735.54,True,True,True,bullish
JWL,350.05,533676,351.7,338.25,341.9,351.32,357.42,363.27,369.79,373.72,False,False,False,bearish
NAVA,603.65,309465,607.0,585.35,600.95,608.5,610.32,607.49,601.48,597.01,False,True,True,bearish
INDIACEM,365.7,510131,367.65,349.4,356.0,361.42,358.49,355.06,351.35,349.3,True,True,True,bullish
DOMS,2370.3,77199,2388.5,2285.1,2306.5,2360.2,2368.91,2377.68,2388.98,2396.77,True,False,False,bearish
RAYMONDLSL,1130.1,159901,1134.9,1069.9,1081.2,1119.66,1149.74,1196.53,1260.68,1303.13,False,False,False,bearish
KPIL,1132.4,159149,1149.7,1125.0,1136.8,1150.19,1167.86,1180.33,1191.41,1197.13,False,False,False,bearish
TIMKEN,3359.5,53490,3449.0,3335.5,3449.0,3415.96,3431.57,3418.64,3387.75,3364.47,False,False,False,bearish
JUBLINGREA,803.7,223205,809.0,780.75,788.05,799.33,805.45,809.81,812.32,812.95,False,False,False,bearish
GODREJIND,1117.2,153280,1130.6,1090.6,1130.6,1126.84,1130.61,1131.64,1132.53,1133.5,False,False,False,bearish
DCMSHRIRAM,1422.2,117831,1433.5,1348.1,1385.9,1409.7,1404.93,1393.71,1375.29,1362.19,True,True,True,bullish
DEVYANI,166.93,989838,172.4,166.61,169.5,170.12,171.96,172.42,172.14,171.75,False,False,False,bearish
IGIL,406.9,390651,409.9,392.0,395.0,404.37,401.47,397.92,393.76,391.26,True,True,True,bullish
FLUOROCHEM,3536.3,44656,3563.9,3450.0,3470.2,3524.25,3515.1,3488.72,3449.94,3424.62,True,True,True,bullish
UCOBANK,30.21,5211365,30.3,29.72,30.0,30.44,30.92,31.31,31.68,31.86,False,False,False,bearish
CUB,204.33,767549,206.9,202.44,205.09,206.69,209.37,211.34,213.03,213.87,False,False,False,bearish
JBMA,647.15,241537,650.0,633.2,636.0,648.37,648.23,647.66,647.87,648.48,False,False,False,bullish
POLYMED,1976.6,77023,1992.7,1950.2,1968.0,2009.14,2054.49,2104.08,2165.47,2204.27,False,False,False,bearish
ALOKINDS,19.42,7838884,19.64,19.2,19.49,19.78,20.19,20.57,21.01,21.28,False,False,False,bearish
INDGN,548.85,277020,551.2,543.3,549.4,551.79,557.12,562.11,567.06,569.75,False,False,False,bearish
ABREL,1943.4,77901,1978.9,1935.0,1958.9,1985.91,2044.16,2098.36,2153.1,2182.91,False,False,False,bearish
ASTRAZEN,8947.5,16758,9000.0,8865.5,8944.5,8952.17,9006.3,9056.21,9093.84,9107.08,False,False,False,bearish
BALRAMCHIN,590.15,250904,594.0,578.5,588.0,592.17,599.3,605.04,609.73,611.81,False,False,False,bearish
ATUL,6719.0,21738,6785.0,6651.0,6690.0,6714.13,6834.11,7027.94,7281.66,7442.0,False,False,False,bearish
BBTC,1939.4,75135,1983.8,1925.0,1925.0,1944.54,1957.16,1965.37,1971.14,1973.52,False,False,False,bearish
3MINDIA,30915.0,4674,31140.0,30500.0,31050.0,31035.0,30849.54,30514.61,30094.26,29838.61,True,True,True,bullish
WELSPUNLIV,136.26,1045405,136.8,132.56,133.1,136.72,138.18,139.59,141.39,142.61,False,False,False,bearish
IOB,37.92,3727233,38.08,37.34,37.55,38.23,38.66,38.93,39.13,39.23,False,False,False,bearish
RITES,262.8,533229,264.4,257.25,261.5,265.67,269.78,273.4,277.19,279.37,False,False,False,bearish
ENDURANCE,2560.6,53584,2612.0,2520.8,2539.7,2578.09,2605.72,2625.44,2638.9,2643.38,False,False,False,bearish
HONAUT,38275.0,3551,38515.0,37565.0,38180.0,38885.82,39536.64,39978.71,40363.58,40562.41,False,False,False,bearish
CONCORDBIO,1833.4,73960,1874.0,1812.1,1865.7,1866.66,1875.86,1863.76,1836.97,1816.87,False,False,True,bearish
MAPMYINDIA,1812.6,74753,1852.9,1801.0,1851.9,1827.07,1824.29,1815.92,1803.4,1794.92,False,True,True,bullish
IPCALAB,1488.5,90330,1499.9,1467.1,1482.0,1491.25,1484.41,1473.26,1458.23,1448.36,True,True,True,bullish
CRISIL,5314.5,25034,5385.0,5275.0,5379.0,5473.22,5636.08,5753.29,5854.22,5903.66,False,False,False,bearish
NIVABUPA,84.36,1560868,85.15,82.78,83.47,84.65,86.19,87.63,89.11,89.94,False,False,False,bearish
BASF,5052.5,25797,5100.0,4848.5,4870.0,5019.81,5038.81,5058.03,5086.27,5107.15,True,False,False,bearish
SAPPHIRE,326.05,393308,334.2,323.7,334.15,332.65,335.09,336.06,336.87,337.42,False,False,False,bearish
BAYERCROP,6352.0,20187,6445.0,6302.5,6330.0,6341.47,6339.67,6343.31,6351.0,6356.66,True,True,False,bullish
RHIM,495.15,256744,505.95,492.8,500.15,498.76,497.1,492.71,487.5,484.6,False,True,True,bullish
EMAMILTD,560.65,224403,564.1,553.15,560.0,567.99,575.62,582.32,590.14,595.15,False,False,False,bearish
ACE,1118.6,112164,1125.9,1077.7,1095.0,1114.25,1129.23,1151.28,1182.38,1203.45,False,False,False,bearish
IKS,1583.1,77307,1597.8,1569.6,1571.3,1588.16,1591.47,1590.77,1586.34,1582.24,False,False,True,bearish
KIRLOSENG,920.8,132864,924.0,893.55,895.05,916.88,918.73,919.56,919.2,918.47,True,True,True,bearish
RAINBOW,1525.1,78440,1561.6,1518.8,1527.8,1542.09,1542.79,1539.83,1536.84,1535.51,False,False,False,bearish
PVRINOX,988.15,120428,991.85,966.95,979.55,993.25,999.32,1002.47,1006.78,1010.32,False,False,False,bearish
ERIS,1792.1,66351,1800.0,1746.1,1781.9,1785.96,1777.94,1767.64,1754.82,1746.95,True,True,True,bullish
APOLLOTYRE,455.9,259720,458.5,449.05,451.9,454.95,455.95,459.17,465.37,470.19,False,False,False,bearish
APLLTD,1013.2,115741,1023.8,987.6,991.8,1009.41,1011.18,1006.4,993.14,981.97,True,True,True,bearish
AEGISLOG,725.05,161038,733.65,720.0,727.2,734.39,740.64,743.8,746.13,747.31,False,False,False,bearish
EMCURE,1408.9,82423,1430.0,1392.0,1430.0,1407.72,1394.51,1367.27,1324.93,1295.21,True,True,True,bullish
FINCABLES,908.25,125776,913.95,881.2,888.05,905.38,916.46,930.68,948.52,959.8,False,False,False,bearish
MAHSEAMLES,692.6,164545,697.0,674.3,685.0,699.85,706.44,708.84,709.32,709.0,False,False,False,bearish
JYOTICNC,1032.2,110147,1038.6,1002.2,1017.8,1031.15,1033.5,1033.28,1031.68,1030.48,False,True,True,bearish
KNRCON,212.52,526528,213.65,211.16,212.9,215.79,218.51,219.35,219.19,218.77,False,False,False,bearish
GICRE,371.45,297443,374.5,367.9,373.0,373.78,377.04,378.41,378.14,377.29,False,False,False,bearish
SARDAEN,446.05,245802,448.9,429.6,431.0,441.66,442.89,443.22,442.61,441.86,True,True,True,bearish
PTCIL,14753.0,7422,14850.0,14561.0,14680.0,14666.25,14608.67,14581.04,14565.03,14559.56,True,True,True,bullish
SKFINDIA,4842.4,21756,4864.9,4742.0,4824.6,4878.14,4905.1,4913.56,4919.52,4924.08,False,False,False,bearish
ZENTEC,1606.2,64039,1606.2,1606.2,1606.2,1711.03,1781.77,1825.08,1864.65,1887.13,False,False,False,bearish
NIACL,173.52,589140,177.47,168.8,174.55,176.94,180.21,182.56,184.87,186.2,False,False,False,bearish
LATENTVIEW,416.7,241005,419.0,403.1,408.2,418.67,425.47,430.42,435.35,438.29,False,False,False,bearish
JUSTDIAL,850.25,115128,859.8,845.3,856.6,855.92,869.04,886.69,908.44,921.65,False,False,False,bearish
BATAINDIA,1196.0,80803,1203.2,1187.1,1201.0,1201.25,1211.11,1225.3,1245.22,1258.65,False,False,False,bearish
COHANCE,1011.55,94992,1020.0,983.5,995.45,1017.06,1029.51,1028.96,1015.23,1001.93,False,False,True,bearish
CARBORUNIV,928.15,102872,949.4,921.15,930.5,945.85,962.81,975.39,987.73,994.79,False,False,False,bearish
SAILIFE,831.45,113636,835.0,820.75,821.0,827.7,820.98,811.4,797.18,787.18,True,True,True,bullish
JKTYRE,343.55,264776,344.5,335.1,340.0,345.5,351.84,358.04,364.61,368.37,False,False,False,bearish
LINDEINDIA,6565.0,13658,6590.0,6434.5,6501.0,6548.03,6597.9,6657.52,6721.75,6757.35,False,False,False,bearish
MANYAVAR,754.5,118333,769.0,751.85,760.0,769.16,780.8,789.49,798.59,804.06,False,False,False,bearish
WESTLIFE,760.8,116082,779.15,736.25,758.0,762.24,766.81,772.25,779.22,783.68,False,False,False,bearish
FINPIPE,209.33,420738,209.79,204.62,206.92,208.75,208.49,207.87,206.64,205.68,True,True,True,bullish
CERA,6482.5,13433,6561.0,6432.0,6535.0,6582.24,6678.34,6737.62,6788.05,6816.11,False,False,False,bearish
CAPLIPOINT,2085.7,39924,2095.9,2038.1,2042.0,2072.87,2074.4,2068.89,2056.24,2046.56,True,True,True,bearish
CLEAN,1238.4,65953,1247.7,1228.5,1239.3,1254.36,1293.79,1341.5,1397.72,1431.43,False,False,False,bearish
ALKYLAMINE,2206.7,36647,2214.0,2155.3,2160.8,2201.9,2224.33,2249.92,2281.47,2301.71,False,False,False,bearish
CAMPUS,273.35,292350,277.4,268.05,275.0,277.73,282.63,285.31,286.89,287.41,False,False,False,bearish
ASAHIINDIA,831.8,92033,835.9,819.95,820.0,836.29,838.8,835.53,825.69,817.19,False,True,True,bearish
SUNTV,574.2,133253,575.75,561.65,568.15,575.53,577.32,575.61,571.45,568.27,False,True,True,bearish
AIAENG,3183.2,23710,3234.7,3162.0,3210.0,3238.0,3291.6,3337.33,3387.6,3418.32,False,False,False,bearish
CCL,857.35,82411,879.0,834.15,843.05,851.21,857.24,865.37,874.32,879.34,True,False,False,bearish
EIHOTEL,379.0,178569,381.5,374.05,378.4,378.96,379.94,380.33,380.62,380.81,False,False,False,bearish
TRIVENI,367.5,180892,369.0,360.0,360.0,366.5,366.95,367.3,368.17,368.98,True,False,False,bearish
RENUKA,30.72,2125127,30.86,29.63,30.0,30.79,31.26,31.77,32.39,32.79,False,False,False,bearish
JYOTHYLAB,332.05,187596,334.0,328.4,332.95,335.2,339.29,343.51,348.33,351.2,False,False,False,bearish
ROUTE,910.5,66856,917.1,899.1,908.0,918.82,936.9,957.48,981.27,995.51,False,False,False,bearish
PFIZER,5277.0,11291,5314.5,5241.5,5276.5,5301.98,5325.71,5364.29,5420.59,5458.64,False,False,False,bearish
SAREGAMA,480.7,116976,482.0,466.1,474.9,483.36,488.4,492.0,496.25,499.21,False,False,False,bearish
NSLNISP,37.62,1485824,37.8,37.06,37.55,38.11,38.66,39.11,39.61,39.93,False,False,False,bearish
BLUEDART,6473.0,8153,6588.0,6450.0,6545.0,6615.33,6705.32,6738.18,6737.22,6723.73,False,False,False,bearish
ITI,300.25,175641,302.0,291.55,297.0,301.48,306.56,310.96,315.35,317.79,False,False,False,bearish
AKUMS,545.4,95286,547.65,525.25,535.0,538.54,541.25,545.05,548.65,550.34,True,False,False,bearish
GUJGASLTD,451.85,110526,457.4,450.05,452.3,458.03,463.67,467.23,470.57,472.53,False,False,False,bearish
HONASA,265.25,187555,267.3,261.55,263.1,268.1,275.25,283.32,293.01,299.03,False,False,False,bearish
VTL,460.0,106173,464.2,456.1,457.0,468.63,479.58,489.04,499.38,505.65,False,False,False,bearish
MINDACORP,512.5,94091,516.0,504.1,505.0,512.76,515.28,516.71,517.25,517.25,False,False,False,bearish
ZFCVINDIA,13251.0,3529,13383.0,13050.0,13241.0,13326.27,13302.21,13231.07,13137.05,13079.28,False,True,True,bullish
SUNDRMFAST,1004.9,43177,1010.0,978.8,983.0,1005.47,1012.21,1019.05,1026.95,1031.74,False,False,False,bearish
GSPL,320.95,131779,323.85,318.1,320.4,323.85,326.55,327.61,327.82,327.69,False,False,False,bearish
CHALET,900.05,46214,909.3,891.05,898.45,909.53,911.58,903.06,886.93,875.35,False,True,True,bearish
MMTC,66.01,571232,66.98,64.3,64.65,66.69,67.6,68.12,68.51,68.71,False,False,False,bearish
ALIVUS,1016.6,34281,1029.5,1011.0,1020.0,1023.53,1031.42,1033.76,1029.77,1024.65,False,False,False,bearish
CENTURYPLY,731.55,42921,738.0,717.75,735.0,734.89,733.94,733.26,733.62,734.34,False,False,False,bullish
INOXINDIA,1175.7,26627,1181.3,1156.0,1160.0,1187.82,1206.59,1222.28,1238.04,1246.93,False,False,False,bearish
KANSAINER,242.0,96662,243.0,240.65,240.7,243.44,245.27,246.61,247.97,248.78,False,False,False,bearish
