symbol,reason,score,close,pivot,dist_to_pivot_pct,box_span_pct,atr_ratio,vol5_to_vol50,uptrend,within_20pct_high,nr7_today,inside_today,tv20_cr
CGCL,ranked,0.1955,181.8,190.3,4.47,9.15,1.05,0.64,False,False,False,False,85.65
CGPOWER,ranked,0.1635,660.0,695.5,5.1,7.58,0.95,1.34,False,False,False,False,201.26
CHALET,ranked,0.1256,899.0,953.85,5.75,10.97,1.06,1.07,False,True,False,False,17.71
CHAMBLFERT,ranked,0.2513,533.45,569.75,6.37,8.41,0.71,0.84,False,False,False,False,64.57
CHENNPETRO,ranked,0.055,703.2,799.7,12.07,17.73,1.21,1.17,True,False,False,True,290.71
CHOLAFIN,ranked,0.2495,1484.7,1587.8,6.49,8.34,0.86,0.97,False,True,False,False,308.69
CHOLAHLDNG,ranked,0.1115,1923.8,2169.0,11.3,14.98,0.97,1.12,False,True,True,True,45.74
CIPLA,ranked,0.4289,1570.3,1579.4,0.58,7.95,1.08,1.7,True,True,False,False,254.47
CLEAN,ranked,0.1558,1238.0,1489.9,16.91,21.28,0.95,0.58,False,False,True,True,17.69
COALINDIA,ranked,0.4463,384.0,392.45,2.15,4.04,0.71,0.75,False,False,False,False,178.06
COCHINSHIP,ranked,0.3128,1778.0,1976.2,10.03,14.58,0.48,0.22,False,False,False,False,219.55
COFORGE,ranked,0.0766,1717.0,1915.0,10.34,15.23,1.07,2.46,False,True,False,True,372.76
COHANCE,ranked,0.1816,1002.0,1121.15,10.63,13.74,0.88,0.51,False,False,False,False,23.5
COLPAL,ranked,0.0907,2216.9,2412.0,8.09,9.83,1.02,1.91,False,False,False,False,167.74
CONCOR,ranked,0.3877,592.5,625.0,5.2,6.5,0.72,0.3,False,False,True,False,71.27
CONCORDBIO,ranked,0.2477,1835.0,1980.0,7.32,10.02,0.82,0.49,False,False,False,False,33.58
COROMANDEL,ranked,0.3687,2500.0,2537.8,1.49,9.94,0.86,0.78,False,True,False,False,138.19
CRAFTSMAN,ranked,0.2138,6465.0,6688.0,3.33,12.19,1.08,0.66,True,True,False,False,41.74
CREDITACC,ranked,0.1099,1240.0,1401.3,11.51,13.65,1.15,2.26,True,True,False,False,134.73
CRISIL,ranked,0.1852,5311.5,6130.0,13.35,16.1,0.92,0.44,False,False,False,False,28.15
CROMPTON,ranked,0.1975,328.6,353.25,6.98,8.51,0.98,0.82,False,False,True,False,61.54
CUB,ranked,0.3506,205.92,219.9,6.36,8.48,0.93,0.56,True,True,False,False,35.86
CUMMINSIND,ranked,0.4263,3531.2,3633.0,2.8,4.76,0.94,0.75,True,True,True,True,174.01
CYIENT,ranked,0.1064,1230.9,1317.7,6.59,9.07,1.04,2.08,False,False,False,False,56.2
DABUR,ranked,0.199,518.5,536.5,3.36,5.69,1.11,1.06,False,False,False,False,139.92
DALBHARAT,ranked,0.1669,2198.9,2343.0,6.15,9.32,1.28,1.5,True,True,True,False,86.06
DATAPATTNS,ranked,0.2758,2584.9,2934.7,11.92,15.66,0.65,0.23,False,False,False,False,63.72
DBREALTY,not_found_in_instruments,,,,,,,,,,,,
DCMSHRIRAM,ranked,0.2205,1425.0,1502.3,5.15,11.12,1.43,0.61,True,True,False,False,105.96
DEEPAKFERT,ranked,0.2497,1605.0,1658.3,3.21,11.28,0.99,0.68,True,True,False,False,70.18
DEEPAKNTR,ranked,0.3713,1868.3,1996.0,6.4,7.76,0.58,0.39,False,False,False,False,21.56
DELHIVERY,ranked,0.2029,422.25,449.45,6.05,10.75,1.05,0.96,True,True,False,False,125.35
DEVYANI,ranked,0.2689,166.8,181.0,7.85,8.87,0.89,0.44,False,False,False,False,47.84
DIVISLAB,ranked,0.3599,6674.5,6881.0,3.0,6.11,0.97,0.51,False,True,False,False,192.55
DIXON,ranked,0.4816,16799.0,16969.0,1.0,7.49,0.73,0.87,False,True,True,False,680.45
DLF,ranked,0.2641,800.2,856.45,6.57,8.93,0.89,0.76,False,True,False,True,197.56
DMART,ranked,0.3478,4005.0,4127.9,2.98,4.94,0.79,0.69,False,False,False,False,274.12
DOMS,ranked,0.2681,2348.0,2435.0,3.57,6.38,0.92,0.79,False,False,False,False,16.61
DRREDDY,ranked,0.5868,1301.0,1302.0,0.08,5.46,0.82,1.27,True,True,False,False,180.57
DUMMYDBRLT,not_found_in_instruments,,,,,,,,,,,,
ECLERX,ranked,0.1251,3725.9,3920.9,4.97,12.93,1.08,3.05,True,True,False,True,33.65
EICHERMOT,ranked,0.3305,5479.5,5683.0,3.58,6.02,0.98,0.69,False,True,False,False,177.69
EIDPARRY,ranked,0.3513,1208.1,1222.2,1.15,9.49,1.14,1.07,True,True,False,False,31.98
EIHOTEL,ranked,0.3545,379.9,393.4,3.43,5.63,0.89,0.71,False,True,False,False,13.24
ELECON,ranked,0.1592,584.6,637.85,8.35,13.32,0.87,0.66,False,False,False,False,51.06
ELGIEQUIP,ranked,0.0306,563.55,608.4,7.37,12.19,1.05,1.75,False,False,False,False,74.55
EMAMILTD,ranked,0.3083,561.0,596.2,5.9,7.67,0.76,0.55,False,False,False,False,35.67
EMCURE,ranked,0.2947,1410.0,1458.0,3.29,12.26,0.96,0.34,True,True,False,True,61.04
ENDURANCE,ranked,0.4423,2612.0,2764.9,5.53,9.35,0.69,0.18,True,True,False,False,28.08
ENGINERSIN,ranked,0.2388,217.0,251.8,13.82,17.51,0.95,0.38,False,True,False,False,96.13
ERIS,ranked,0.4149,1795.0,1848.9,2.92,8.61,0.76,0.42,True,True,False,False,19.6
ESCORTS,ranked,0.5561,3489.9,3499.7,0.28,7.02,0.74,0.55,False,False,False,False,30.31
ETERNAL,ranked,0.1629,306.2,314.45,2.62,18.88,1.28,1.01,True,True,False,False,1307.29
EXIDEIND,ranked,0.4025,392.25,398.0,1.44,5.58,0.93,0.87,False,False,False,False,68.87
FACT,ranked,0.3025,944.0,997.0,5.32,10.22,0.79,0.47,False,True,False,False,68.13
FEDERALBNK,ranked,0.3178,205.08,216.8,5.41,6.42,0.88,0.83,False,True,False,False,129.43
FINCABLES,ranked,0.288,908.0,964.8,5.89,9.21,0.7,0.51,False,False,False,False,16.09
FINPIPE,ranked,0.3221,209.0,216.59,3.5,7.46,0.74,0.52,False,False,True,False,16.08
FIRSTCRY,ranked,0.3173,352.45,393.0,10.32,12.12,0.53,0.13,False,False,False,False,47.82
FIVESTAR,ranked,0.0443,650.0,794.45,18.18,31.12,1.04,1.14,False,False,False,False,67.46
FLUOROCHEM,ranked,0.3465,3540.1,3632.0,2.53,7.89,0.78,0.5,False,False,False,False,34.61
FORTIS,ranked,0.3639,848.65,854.5,0.68,11.02,0.99,1.19,True,True,True,False,129.66
FSL,ranked,0.2529,332.45,363.6,8.57,10.87,0.71,0.47,False,False,False,False,28.49
GAIL,ranked,0.2958,183.2,188.89,3.01,5.84,0.75,0.91,False,False,False,False,213.19
GESHIP,ranked,0.3086,957.05,1008.65,5.12,9.47,0.7,0.35,False,False,False,False,42.14
GICRE,ranked,0.3634,371.0,398.2,6.83,8.17,0.61,0.33,False,False,False,False,21.86
GILLETTE,ranked,0.2477,10490.0,11500.0,8.78,11.43,1.13,0.49,True,True,False,False,33.43
GLAND,ranked,0.2545,2100.0,2131.0,1.45,12.85,1.39,1.05,True,True,False,False,95.94
GLAXO,ranked,0.4439,3149.5,3254.9,3.24,5.79,0.63,0.48,False,True,False,False,21.49
GLENMARK,ranked,0.3111,2165.7,2266.0,4.43,6.74,1.92,0.72,True,True,False,False,474.45
GMDCLTD,ranked,0.1,412.0,472.4,12.79,23.69,1.42,1.24,True,True,False,False,268.21
GMRAIRPORT,below_price_floor,,90.3,,,,,,,,,,
GNFC,ranked,0.3591,540.0,560.0,3.57,5.93,0.78,0.49,False,False,False,False,15.83
GODFRYPHLP,ranked,0.1574,8952.0,9828.0,8.91,16.26,1.02,1.08,True,True,False,False,200.0
GODIGIT,ranked,0.223,364.25,374.75,2.8,10.27,0.9,2.28,True,True,False,False,49.81
GODREJAGRO,ranked,0.1117,842.5,876.35,3.86,12.63,1.14,2.96,True,True,False,False,32.56
GODREJCP,ranked,0.3015,1213.0,1289.3,5.92,7.18,0.76,0.67,False,False,True,False,157.26
GODREJIND,ranked,0.3727,1119.6,1184.0,5.44,9.11,0.74,0.28,False,True,False,False,25.18
GODREJPROP,ranked,0.1072,2153.0,2407.9,10.59,14.3,0.89,0.95,False,False,False,True,178.95
GPIL,ranked,0.3913,194.21,197.61,1.72,8.01,0.8,0.6,False,False,False,False,24.17
GPPL,ranked,0.1957,160.01,168.2,4.87,8.69,0.92,0.87,False,False,False,False,23.27
GRANULES,ranked,0.128,488.0,511.75,4.64,10.31,0.97,0.97,False,False,False,False,39.33
GRAPHITE,ranked,0.2347,552.0,597.9,7.68,11.41,0.93,0.52,False,True,False,False,47.64
GRASIM,ranked,0.4163,2745.3,2812.1,2.38,5.27,0.84,0.77,False,True,False,True,196.64
GRAVITA,ranked,0.2799,1876.7,1897.6,1.1,10.37,0.81,1.76,False,False,False,True,54.11
GRSE,ranked,0.3066,2505.0,2798.6,10.49,14.99,0.52,0.21,False,False,False,False,279.09
GSPL,ranked,0.1208,319.95,348.0,8.06,9.35,0.95,1.19,False,False,False,False,19.91
GUJGASLTD,ranked,0.2625,451.95,484.8,6.78,7.92,0.79,0.75,False,False,False,True,16.69
GVT&D,ranked,0.1705,2480.0,2569.8,3.49,12.29,1.04,0.97,True,True,False,False,105.17
HAL,ranked,0.2213,4518.0,4932.0,8.39,11.75,0.85,0.64,False,True,False,False,487.8
HAPPSTMNDS,ranked,0.2561,621.0,646.1,3.88,8.71,0.78,0.68,False,False,False,False,20.81
HAVELLS,ranked,0.2432,1516.0,1583.6,4.27,6.09,0.9,1.0,False,False,False,False,184.55
HBLENGINE,ranked,0.2444,582.55,616.3,5.48,11.11,0.77,0.4,False,False,False,False,57.79
HCLTECH,ranked,0.0673,1475.0,1642.4,10.19,12.3,0.88,1.42,False,False,True,False,596.07
HDFCAMC,ranked,0.4047,5625.0,5673.0,0.85,11.03,0.94,0.92,True,True,False,False,308.87
HDFCBANK,ranked,0.5938,2023.2,2037.7,0.71,4.19,0.99,0.81,True,True,False,False,1539.08
HDFCLIFE,ranked,0.3902,757.0,776.9,2.56,5.82,1.07,0.46,False,True,True,False,213.99
HEG,ranked,0.2542,525.0,563.0,6.75,13.04,1.03,0.48,True,True,False,False,50.71
HEROMOTOCO,ranked,0.2188,4331.0,4484.0,3.41,6.67,1.03,0.89,False,False,False,False,233.49
HFCL,below_price_floor,,78.45,,,,,,,,,,
HINDALCO,ranked,0.5206,693.95,704.4,1.48,5.98,0.76,0.88,True,True,False,False,286.75
HINDCOPPER,ranked,0.1012,258.25,281.8,8.36,14.19,0.94,0.91,False,False,False,False,121.5
HINDPETRO,ranked,0.3846,426.4,448.55,4.94,6.82,0.9,0.64,True,True,False,False,180.55
HINDUNILVR,ranked,0.3569,2456.4,2532.9,3.02,5.19,1.06,0.56,False,True,False,False,383.0
HINDZINC,ranked,0.4963,437.2,449.0,2.63,5.17,0.57,0.23,False,False,False,False,114.5
HOMEFIRST,ranked,0.05,1306.0,1519.0,14.02,17.47,1.24,1.67,False,True,False,False,65.02
HONASA,ranked,0.2137,266.25,301.0,11.54,15.21,0.83,0.39,False,False,False,True,12.33
HONAUT,ranked,0.1477,38195.0,41075.0,7.01,9.19,0.93,1.07,False,False,False,False,22.68
HSCL,ranked,0.1861,486.95,534.45,8.89,11.51,0.96,0.46,False,False,False,False,102.76
HUDCO,ranked,0.276,217.15,235.88,7.94,10.83,0.62,0.44,False,False,False,False,69.43
HYUNDAI,insufficient_history,,,,,,,,,,,,
ICICIBANK,ranked,0.5197,1484.9,1500.0,1.01,6.16,0.87,0.97,True,True,False,False,1244.44
ICICIGI,ranked,0.2939,1915.0,2052.0,6.68,8.46,1.01,0.5,False,True,False,False,123.78
ICICIPRULI,ranked,0.1434,615.7,693.5,11.22,13.16,1.1,0.46,False,False,False,False,101.34
IDBI,below_price_floor,,93.25,,,,,,,,,,
IDEA,below_price_floor,,7.21,,,,,,,,,,
IDFCFIRSTB,below_price_floor,,70.34,,,,,,,,,,
IEX,ranked,0.0,134.95,209.99,35.74,58.16,1.72,5.78,False,False,True,False,497.74
IFCI,below_price_floor,,59.15,,,,,,,,,,
IGIL,insufficient_history,,,,,,,,,,,,
IGL,ranked,0.1478,205.0,222.21,7.74,10.81,0.79,1.0,False,False,False,False,78.82
IIFL,ranked,0.3272,518.05,538.15,3.74,8.75,0.91,0.69,True,True,False,True,112.32
IKS,insufficient_history,,,,,,,,,,,,
INDGN,ranked,0.3537,547.5,586.0,6.57,7.8,0.76,0.26,False,False,True,False,20.36
INDHOTEL,ranked,0.3378,748.05,777.4,3.78,7.04,0.84,0.67,False,True,False,True,220.43
INDIACEM,ranked,0.1973,365.2,375.0,2.61,12.39,1.06,0.98,True,True,False,False,26.26
INDIAMART,ranked,0.2471,2585.0,2799.0,7.65,10.6,1.13,0.62,True,True,False,False,45.48
INDIANB,ranked,0.3271,630.0,657.0,4.11,5.54,1.02,1.03,True,True,True,True,113.03
INDIGO,ranked,0.5158,5765.0,5964.5,3.34,4.54,0.77,0.36,True,True,False,False,474.07
INDUSINDBK,ranked,0.0833,813.8,890.9,8.65,12.4,1.03,0.91,False,False,False,False,391.05
INDUSTOWER,ranked,0.304,390.0,409.8,4.83,7.14,0.99,0.67,False,True,False,False,179.58
INFY,ranked,0.1089,1513.5,1612.0,6.11,8.56,1.09,1.36,False,False,False,True,1119.32
INOXINDIA,ranked,0.1821,1170.0,1279.0,8.52,10.51,1.03,0.84,False,True,False,False,9.91
INOXWIND,ranked,0.141,156.55,175.25,10.67,14.72,0.81,0.84,False,False,False,False,111.87
INTELLECT,ranked,0.0955,1034.0,1210.0,14.55,18.76,0.98,1.3,False,True,False,True,45.11
IOB,below_price_floor,,37.98,,,,,,,,,,
IOC,ranked,0.4269,148.15,152.75,3.01,4.22,0.83,0.57,True,False,True,False,154.16
IPCALAB,ranked,0.0841,1488.0,1595.0,6.71,11.87,1.05,1.81,False,True,False,False,39.13
IRB,below_price_floor,,46.55,,,,,,,,,,
IRCON,ranked,0.2941,182.45,195.25,6.56,11.6,0.57,0.28,False,False,False,False,60.85
IRCTC,ranked,0.3229,736.95,781.9,5.75,7.45,0.72,0.54,False,False,False,False,49.44
IREDA,ranked,0.3172,150.74,160.8,6.26,9.08,0.63,0.45,False,False,False,False,137.72
IRFC,ranked,0.2475,132.38,138.0,4.07,5.76,0.76,1.37,False,False,True,False,147.35
ITC,ranked,0.4593,408.2,425.9,4.16,4.45,0.78,0.4,False,True,False,False,359.14
ITI,ranked,0.291,302.0,326.9,7.62,11.71,0.66,0.17,False,False,False,False,8.15
J&KBANK,ranked,0.1888,106.0,116.4,8.93,12.26,0.96,0.67,False,True,False,False,38.81
JBCHEPHARM,ranked,0.3701,1804.0,1812.7,0.48,11.57,0.72,1.41,False,True,False,False,84.19
JBMA,ranked,0.2112,650.0,680.0,4.41,7.38,0.74,1.43,False,False,False,False,32.05
JINDALSAW,ranked,0.3799,217.75,230.44,5.51,7.68,0.61,0.31,False,False,False,False,25.64
JINDALSTEL,ranked,0.348,983.55,1006.35,2.27,8.05,0.78,1.21,True,True,False,True,141.45
JIOFIN,ranked,0.4491,322.0,327.7,1.74,6.65,0.95,0.85,True,True,False,False,495.69
JKCEMENT,ranked,0.4468,6486.0,6690.0,3.05,4.75,0.95,0.52,True,True,False,False,60.95
JKTYRE,ranked,0.2263,343.95,381.8,9.91,13.58,0.89,0.22,False,False,False,False,22.64
JMFINANCIL,ranked,0.1449,163.35,181.4,9.95,13.43,1.07,1.09,True,True,True,False,121.56
JPPOWER,below_price_floor,,21.43,,,,,,,,,,
JSL,ranked,0.2878,677.9,704.0,3.71,7.52,0.87,0.86,False,True,False,False,47.62
JSWENERGY,ranked,0.3459,524.3,538.75,2.68,5.18,0.84,0.75,False,False,False,True,179.32
JSWHL,not_found_in_instruments,,,,,,,,,,,,
JSWINFRA,ranked,0.2412,311.95,328.5,5.04,8.13,1.03,1.14,True,True,False,False,65.62
JSWSTEEL,ranked,0.5494,1035.9,1053.5,1.67,3.48,0.87,0.85,True,True,False,False,152.85
JUBLFOOD,ranked,0.3391,654.3,695.5,5.92,8.44,0.73,0.58,False,True,False,False,56.34
JUBLINGREA,ranked,0.3832,808.0,851.8,5.14,9.65,0.86,0.27,True,True,False,False,35.78
JUBLPHARMA,ranked,0.1797,1153.6,1242.0,7.12,12.92,0.99,0.68,False,True,False,False,35.28
JUSTDIAL,ranked,0.1694,850.2,957.9,11.24,13.49,0.89,0.57,False,False,False,True,25.46
JWL,ranked,0.3021,351.7,375.9,6.44,10.71,0.56,0.39,False,False,False,False,21.16
JYOTHYLAB,ranked,0.2847,334.0,359.8,7.17,9.4,0.8,0.38,False,False,False,False,20.91
JYOTICNC,ranked,0.333,1032.0,1084.0,4.8,8.33,0.68,0.4,False,False,False,False,38.95
KAJARIACER,ranked,0.097,1170.0,1268.5,7.77,10.12,1.23,1.44,True,False,True,True,84.99
KALYANKJIL,ranked,0.2656,603.95,617.7,2.23,6.21,0.93,1.25,False,False,False,False,245.18
KANSAINER,below_traded_value,,,,,,,,,,,,3.71
KARURVYSYA,ranked,0.3204,259.05,276.95,6.46,8.63,0.89,0.77,True,True,False,False,69.2
KAYNES,ranked,0.1812,5547.5,6090.0,8.91,12.35,0.78,0.63,False,False,False,False,189.71
KEC,ranked,0.3919,861.9,892.2,3.4,4.68,0.77,0.48,False,False,False,False,36.18
KEI,ranked,0.1987,3918.0,4034.4,2.89,10.78,0.99,1.11,True,True,False,False,147.67
KFINTECH,ranked,0.1265,1128.0,1308.3,13.78,17.18,0.72,1.04,False,False,False,False,115.05
KIMS,ranked,0.1666,750.9,798.4,5.95,13.34,1.04,1.01,True,True,False,False,50.81
KIRLOSBROS,ranked,0.1973,1950.0,2257.9,13.64,18.1,0.99,0.28,False,False,False,False,56.02
KIRLOSENG,ranked,0.2476,921.0,957.5,3.81,7.04,1.19,0.47,False,False,False,False,70.91
KNRCON,ranked,0.345,212.5,228.0,6.8,7.92,0.72,0.34,False,False,True,False,20.87
KOTAKBANK,ranked,0.0633,1970.2,2233.6,11.79,14.24,1.14,1.35,False,True,False,False,738.13
KPIL,ranked,0.2486,1133.0,1243.9,8.92,10.57,0.75,0.48,False,False,False,True,23.38
KPITTECH,ranked,0.2177,1218.0,1300.9,6.37,9.93,0.76,0.76,False,False,False,True,88.8
KPRMILL,ranked,0.2087,1148.0,1257.0,8.67,10.28,1.0,0.76,False,True,False,True,67.95
LALPATHLAB,ranked,0.2701,3035.0,3137.9,3.28,8.64,1.05,0.87,True,True,True,True,44.31
LATENTVIEW,ranked,0.0912,416.95,467.0,10.72,15.33,1.29,0.65,False,False,False,False,37.71
LAURUSLABS,ranked,0.3208,910.5,913.7,0.35,13.78,1.25,2.6,True,True,False,False,266.59
LEMONTREE,ranked,0.3186,150.68,158.9,5.17,6.9,1.29,0.65,True,True,False,False,67.36
LICHSGFIN,ranked,0.1306,599.0,646.5,7.35,10.3,0.96,0.97,False,False,False,False,105.94
LICI,ranked,0.3373,899.0,935.75,3.93,6.2,0.83,0.51,False,False,False,False,63.66
LINDEINDIA,ranked,0.3662,6570.0,6884.5,4.57,7.34,0.62,0.43,False,False,False,True,16.38
LLOYDSME,ranked,0.4305,1486.5,1555.0,4.41,7.0,0.78,0.49,True,True,False,False,48.59
LODHA,ranked,0.1074,1248.0,1461.5,14.61,21.71,0.92,4.05,False,True,False,True,289.56
LT,ranked,0.4946,3488.0,3548.7,1.71,4.12,0.77,0.9,False,True,False,False,499.18
LTF,ranked,0.2294,205.9,214.8,4.14,7.8,1.08,1.32,True,True,True,True,188.63
LTFOODS,ranked,0.3549,499.75,518.55,3.63,8.31,0.95,0.53,True,True,False,False,58.92
LTIM,ranked,0.2151,5048.0,5338.0,5.43,6.58,0.99,0.99,False,False,False,False,147.81
LTTS,ranked,0.276,4282.0,4500.0,4.84,7.66,0.91,0.56,False,False,False,False,40.05
LUPIN,ranked,0.5927,1984.2,1987.0,0.14,5.53,0.93,0.68,False,True,False,False,195.21
M&M,ranked,0.3299,3207.0,3303.0,2.91,7.78,0.99,0.76,True,True,True,False,638.41
M&MFIN,ranked,0.1551,251.9,267.45,5.81,8.38,0.89,1.49,False,False,False,False,79.95
MAHABANK,below_price_floor,,56.8,,,,,,,,,,
MAHSEAMLES,ranked,0.215,697.0,748.75,6.91,10.68,0.9,0.79,False,True,False,False,20.44
MANAPPURAM,ranked,0.356,259.0,276.75,6.41,7.68,0.89,0.39,False,True,False,False,94.31
MANKIND,ranked,0.2082,2555.0,2716.5,5.95,7.81,1.29,0.88,False,True,False,False,225.65
MANYAVAR,ranked,0.2665,760.0,824.35,7.81,9.54,0.82,0.45,False,False,False,False,18.09
MAPMYINDIA,ranked,0.3454,1808.4,1860.0,2.77,4.81,0.94,0.64,False,False,False,True,20.09
MARICO,ranked,0.2777,698.25,745.0,6.28,7.85,0.97,0.74,False,True,False,True,133.06
MARUTI,ranked,0.4755,12488.0,12719.0,1.82,3.61,0.87,0.91,False,True,False,False,326.23
MASTEK,ranked,0.0537,2451.8,2818.0,13.0,16.48,1.36,0.88,False,False,True,False,102.15
MAXHEALTH,ranked,0.4298,1271.4,1288.8,1.35,6.91,0.93,1.14,True,True,False,True,226.99
MAZDOCK,ranked,0.1836,2717.0,3149.5,13.73,18.57,0.71,0.71,False,False,False,False,447.89
MCX,ranked,0.2747,7842.0,8443.0,7.12,10.57,0.84,0.52,False,True,False,False,442.91
MEDANTA,ranked,0.2589,1331.0,1393.2,4.46,8.22,1.05,1.01,True,True,False,True,70.51
METROPOLIS,ranked,0.1614,1945.6,2064.0,5.74,12.08,1.36,0.53,False,True,False,False,59.92
MFSL,ranked,0.3705,1502.5,1592.5,5.65,6.2,0.95,0.45,False,True,False,False,117.72
MGL,ranked,0.0884,1391.5,1562.0,10.92,14.44,0.98,0.94,False,False,False,False,102.37
MINDACORP,ranked,0.3177,512.85,542.3,5.43,8.05,0.7,0.52,False,False,False,False,16.41
MMTC,below_price_floor,,66.1,,,,,,,,,,
MOTHERSON,ranked,0.2237,102.55,105.95,3.21,8.75,0.98,0.93,True,False,False,False,142.89
MOTILALOFS,ranked,0.3989,940.85,955.0,1.48,7.97,0.99,1.03,True,True,False,False,182.55
MPHASIS,ranked,0.1241,2782.0,2911.0,4.43,11.04,1.26,1.9,True,True,False,False,142.76
MRF,ranked,0.4958,149270.0,153000.0,2.44,4.32,0.94,0.59,True,True,False,True,112.57
MRPL,ranked,0.0013,131.7,158.3,16.8,21.67,1.19,2.59,False,False,True,False,113.35
MSUMI,below_price_floor,,38.75,,,,,,,,,,
MUTHOOTFIN,ranked,0.4851,2617.7,2718.0,3.69,5.18,0.77,0.45,True,True,False,False,87.2
NAM-INDIA,ranked,0.2226,810.0,876.7,7.61,11.31,1.04,0.77,True,True,False,False,74.51
NATCOPHARM,ranked,0.0184,960.0,1059.0,9.35,12.93,1.34,1.09,False,False,False,False,173.75
NATIONALUM,ranked,0.2724,189.75,200.0,5.12,7.37,0.86,0.69,False,False,False,False,139.78
NAUKRI,ranked,0.1773,1412.3,1485.0,4.9,9.28,0.93,0.89,False,False,False,False,228.14
NAVA,ranked,0.3393,605.95,641.0,5.47,9.18,0.89,0.58,True,True,False,False,36.06
NAVINFLUOR,ranked,0.5262,5130.0,5180.0,0.97,6.74,0.94,0.77,True,True,False,False,52.13
NBCC,ranked,0.3087,109.85,116.75,5.91,8.74,0.65,0.53,False,False,False,False,88.61
NCC,ranked,0.2383,222.46,232.0,4.11,8.05,0.89,0.75,False,False,False,False,59.0
NESTLEIND,ranked,0.05,2229.0,2490.0,10.48,12.12,1.24,1.34,False,True,False,False,166.39
NETWEB,ranked,0.1834,1964.6,2008.6,2.19,9.98,1.01,1.04,False,False,False,False,88.32
NETWORK18,below_price_floor,,56.68,,,,,,,,,,
NEULANDLAB,ranked,0.124,13848.0,15500.0,10.66,24.36,1.35,0.46,False,False,True,False,225.69
NEWGEN,ranked,0.1246,859.4,1109.9,22.57,32.58,0.79,0.96,False,False,False,True,51.09
NH,ranked,0.4511,1987.0,2045.0,2.84,6.78,0.8,0.45,True,True,False,False,86.1
NHPC,below_price_floor,,84.17,,,,,,,,,,
