date,open,high,low,close,volume
2023-12-07 00:00:00+05:30,137.75,138.15,135.15,136.1,1211190
2023-12-08 00:00:00+05:30,136.8,138.4,134.0,135.0,1189235
2023-12-11 00:00:00+05:30,135.4,139.4,134.0,138.05,1656135
2023-12-12 00:00:00+05:30,137.8,140.2,135.6,137.25,2704110
2023-12-13 00:00:00+05:30,137.4,139.0,135.6,138.2,1449530
2023-12-14 00:00:00+05:30,138.2,139.6,136.45,136.9,1455820
2023-12-15 00:00:00+05:30,137.4,145.15,137.4,144.25,6637470
2023-12-18 00:00:00+05:30,144.45,144.95,140.4,142.0,2180565
2023-12-19 00:00:00+05:30,142.25,143.0,138.6,141.2,1835180
2023-12-20 00:00:00+05:30,141.85,142.75,134.1,136.75,2473665
2023-12-21 00:00:00+05:30,136.0,137.8,134.05,137.3,1766555
2023-12-22 00:00:00+05:30,139.0,143.65,138.35,141.9,2851085
2023-12-26 00:00:00+05:30,142.4,148.8,141.1,147.15,4623055
2023-12-27 00:00:00+05:30,148.8,148.8,144.65,146.5,1763350
2023-12-28 00:00:00+05:30,147.75,149.7,144.1,149.3,2497120
2023-12-29 00:00:00+05:30,149.5,153.0,147.6,151.35,3101930
2024-01-01 00:00:00+05:30,151.6,156.6,149.95,155.15,3199190
2024-01-02 00:00:00+05:30,155.0,158.4,152.65,156.1,2439785
2024-01-03 00:00:00+05:30,157.35,158.35,154.8,155.7,1155405
2024-01-04 00:00:00+05:30,156.9,158.9,155.75,157.25,1252230
2024-01-05 00:00:00+05:30,158.5,160.0,149.0,154.55,1999530
2024-01-08 00:00:00+05:30,153.6,155.0,149.6,150.2,2347955
2024-01-09 00:00:00+05:30,151.4,154.4,151.05,152.6,965980
2024-01-10 00:00:00+05:30,152.3,155.0,151.4,154.5,1376320
2024-01-11 00:00:00+05:30,156.0,156.8,153.85,155.8,1322875
2024-01-12 00:00:00+05:30,155.9,156.2,152.2,153.6,1247165
2024-01-15 00:00:00+05:30,154.6,156.85,153.1,155.4,1177145
2024-01-16 00:00:00+05:30,155.0,157.2,150.0,151.35,1748145
2024-01-17 00:00:00+05:30,150.35,154.0,146.05,147.75,1951875
2024-01-18 00:00:00+05:30,147.8,148.65,141.7,145.15,1999390
2024-01-19 00:00:00+05:30,146.8,149.75,146.25,149.15,979635
2024-01-20 00:00:00+05:30,151.0,151.4,147.0,147.85,1558120
2024-01-23 00:00:00+05:30,148.4,149.45,142.0,143.1,1510035
2024-01-24 00:00:00+05:30,143.6,144.7,138.85,143.1,2528745
2024-01-25 00:00:00+05:30,143.45,156.35,143.4,151.95,3282320
2024-01-29 00:00:00+05:30,149.55,149.9,146.6,147.3,2071915
2024-01-30 00:00:00+05:30,147.8,149.7,146.6,148.8,1168020
2024-01-31 00:00:00+05:30,148.8,153.0,148.4,152.3,1433935
2024-02-01 00:00:00+05:30,152.4,153.35,148.0,148.65,1083880
2024-02-02 00:00:00+05:30,149.55,153.3,149.05,150.6,1282530
2024-02-05 00:00:00+05:30,151.3,155.6,150.05,151.7,1553380
2024-02-06 00:00:00+05:30,153.2,156.0,149.55,154.1,2189730
2024-02-07 00:00:00+05:30,157.6,167.3,156.0,162.0,10973150
2024-02-08 00:00:00+05:30,163.95,168.9,156.2,157.25,4660610
2024-02-09 00:00:00+05:30,158.0,159.7,151.1,156.8,3531750
2024-02-12 00:00:00+05:30,159.0,159.0,151.2,152.6,2151030
2024-02-13 00:00:00+05:30,152.0,152.3,144.45,147.4,2581035
2024-02-14 00:00:00+05:30,144.5,151.6,143.2,150.95,1275215
2024-02-15 00:00:00+05:30,153.4,156.6,152.0,156.0,1767450
2024-02-16 00:00:00+05:30,156.4,158.85,152.2,153.75,1437770
2024-02-19 00:00:00+05:30,160.0,164.8,156.65,158.95,4044745
2024-02-20 00:00:00+05:30,159.15,162.35,156.0,157.25,1154210
2024-02-21 00:00:00+05:30,157.45,159.8,153.8,154.85,1547125
2024-02-22 00:00:00+05:30,156.55,156.9,154.0,156.1,801675
2024-02-23 00:00:00+05:30,157.9,157.9,154.3,155.95,884895
2024-02-26 00:00:00+05:30,157.0,157.0,154.0,154.45,975765
2024-02-27 00:00:00+05:30,155.2,155.95,146.2,147.15,2269270
