date,open,high,low,close,volume
2023-12-07 00:00:00+05:30,452.0,480.1,450.8,474.6,380531
2023-12-08 00:00:00+05:30,477.0,492.4,469.6,472.6,679827
2023-12-11 00:00:00+05:30,475.0,477.5,453.0,456.35,241827
2023-12-12 00:00:00+05:30,458.8,471.95,457.5,462.25,317584
2023-12-13 00:00:00+05:30,462.25,465.7,452.8,457.6,128406
2023-12-14 00:00:00+05:30,457.6,468.9,454.4,460.45,263820
2023-12-15 00:00:00+05:30,465.0,522.85,462.85,509.95,2601844
2023-12-18 00:00:00+05:30,507.75,532.0,500.0,528.3,1875019
2023-12-19 00:00:00+05:30,528.3,533.4,511.05,515.6,371305
2023-12-20 00:00:00+05:30,518.0,518.0,483.9,490.95,520805
2023-12-21 00:00:00+05:30,483.0,521.4,465.0,516.1,1078953
2023-12-22 00:00:00+05:30,518.8,535.5,507.4,532.65,1033890
2023-12-26 00:00:00+05:30,535.7,545.0,526.05,537.55,841906
2023-12-27 00:00:00+05:30,536.15,549.2,535.55,539.25,569562
2023-12-28 00:00:00+05:30,537.0,550.8,534.3,541.1,776099
2023-12-29 00:00:00+05:30,541.9,548.9,530.8,545.45,329265
2024-01-01 00:00:00+05:30,572.0,584.0,560.4,580.15,2182903
2024-01-02 00:00:00+05:30,582.05,587.2,571.45,577.95,673114
2024-01-03 00:00:00+05:30,583.2,591.0,573.35,579.85,605306
2024-01-04 00:00:00+05:30,583.0,585.9,574.95,578.45,580606
2024-01-05 00:00:00+05:30,579.0,598.2,577.1,584.8,1139654
2024-01-08 00:00:00+05:30,585.95,589.0,550.95,558.0,462731
2024-01-09 00:00:00+05:30,565.95,572.35,561.0,566.2,274792
2024-01-10 00:00:00+05:30,566.2,574.85,562.85,569.85,224941
2024-01-11 00:00:00+05:30,570.4,578.5,568.8,572.55,346816
2024-01-12 00:00:00+05:30,572.0,573.65,558.1,561.95,216994
2024-01-15 00:00:00+05:30,564.75,569.4,554.0,558.15,216408
2024-01-16 00:00:00+05:30,558.2,569.05,553.0,562.0,534778
2024-01-17 00:00:00+05:30,558.85,572.0,552.15,568.7,293210
2024-01-18 00:00:00+05:30,569.0,570.25,543.05,554.7,337244
2024-01-19 00:00:00+05:30,565.0,579.5,560.1,572.9,502010
2024-01-20 00:00:00+05:30,572.6,578.05,570.0,571.45,81771
2024-01-23 00:00:00+05:30,574.5,579.65,532.15,535.25,390638
2024-01-24 00:00:00+05:30,538.45,571.8,534.2,567.9,449982
2024-01-25 00:00:00+05:30,565.0,579.8,560.0,568.75,519981
2024-01-29 00:00:00+05:30,580.1,591.95,557.05,576.7,912515
2024-01-30 00:00:00+05:30,570.5,577.3,555.55,559.3,465334
2024-01-31 00:00:00+05:30,563.0,574.75,563.0,571.45,409624
2024-02-01 00:00:00+05:30,574.0,588.5,565.5,576.65,279925
2024-02-02 00:00:00+05:30,576.65,616.7,568.2,592.25,4134528
2024-02-05 00:00:00+05:30,588.8,592.45,565.0,581.65,864857
2024-02-06 00:00:00+05:30,577.05,586.0,568.25,580.95,629223
2024-02-07 00:00:00+05:30,581.3,592.0,571.05,574.5,260486
2024-02-08 00:00:00+05:30,574.5,577.25,565.9,570.5,163585
2024-02-09 00:00:00+05:30,569.05,573.4,552.5,560.8,266083
2024-02-12 00:00:00+05:30,557.45,594.3,550.05,586.25,803247
2024-02-13 00:00:00+05:30,587.0,593.8,565.05,580.95,385635
2024-02-14 00:00:00+05:30,575.1,591.9,571.3,583.75,190373
2024-02-15 00:00:00+05:30,593.7,624.25,592.0,610.25,1765022
2024-02-16 00:00:00+05:30,612.0,627.45,608.65,619.9,513160
2024-02-19 00:00:00+05:30,622.7,626.0,601.0,606.2,279630
2024-02-20 00:00:00+05:30,610.0,616.0,596.0,600.8,171451
2024-02-21 00:00:00+05:30,604.9,609.5,563.8,583.5,417126
2024-02-22 00:00:00+05:30,586.55,594.8,578.0,586.4,229945
2024-02-23 00:00:00+05:30,589.5,591.05,567.95,571.25,450745
2024-02-26 00:00:00+05:30,576.0,580.65,569.35,576.4,255947
2024-02-27 00:00:00+05:30,577.0,578.7,565.1,568.15,117356
2024-02-28 00:00:00+05:30,568.15,572.35,551.0,559.95,241828
2024-02-29 00:00:00+05:30,558.1,575.0,546.15,568.2,235661
2024-03-01 00:00:00+05:30,569.0,576.05,565.25,573.6,116342
2024-03-02 00:00:00+05:30,574.9,574.9,568.5,571.35,10269
2024-03-04 00:00:00+05:30,572.0,574.9,564.5,569.05,94746
2024-03-05 00:00:00+05:30,569.05,599.0,565.75,588.95,289014
2024-03-06 00:00:00+05:30,589.0,612.0,586.3,598.0,1548578
2024-03-07 00:00:00+05:30,594.9,606.9,580.65,589.15,232374
2024-03-11 00:00:00+05:30,589.05,592.3,555.0,558.6,333584
2024-03-12 00:00:00+05:30,558.6,582.9,553.5,570.1,619136
2024-03-13 00:00:00+05:30,565.0,571.5,542.0,548.95,387505
2024-03-14 00:00:00+05:30,538.05,571.85,538.05,564.7,149783
2024-03-15 00:00:00+05:30,562.5,571.5,560.05,568.05,156347
2024-03-18 00:00:00+05:30,568.05,574.1,564.65,570.85,99283
2024-03-19 00:00:00+05:30,569.05,578.2,564.6,567.5,176318
2024-03-20 00:00:00+05:30,566.95,577.5,558.75,570.65,216252
2024-03-21 00:00:00+05:30,573.25,579.6,564.0,570.6,155342
2024-03-22 00:00:00+05:30,568.4,576.8,563.1,564.85,98372
2024-03-26 00:00:00+05:30,569.9,573.35,566.3,567.0,88863
2024-03-27 00:00:00+05:30,567.0,589.6,566.9,572.15,360973
2024-03-28 00:00:00+05:30,572.15,578.35,562.7,569.9,214984
2024-04-01 00:00:00+05:30,572.9,588.0,569.9,574.6,97430
2024-04-02 00:00:00+05:30,566.6,596.2,566.6,589.45,506281
2024-04-03 00:00:00+05:30,589.45,589.45,576.2,579.4,132668
2024-04-04 00:00:00+05:30,585.0,646.95,580.45,636.9,3945444
2024-04-05 00:00:00+05:30,633.85,649.8,631.3,644.55,907650
2024-04-08 00:00:00+05:30,647.9,656.9,629.8,653.15,612157
2024-04-09 00:00:00+05:30,654.9,666.25,644.0,650.45,657577
2024-04-10 00:00:00+05:30,653.9,660.0,644.95,649.35,239824
2024-04-12 00:00:00+05:30,648.0,655.2,631.85,637.6,247603
2024-04-15 00:00:00+05:30,632.1,656.4,607.55,650.8,583107
2024-04-16 00:00:00+05:30,644.05,676.5,637.0,671.8,796703
2024-04-18 00:00:00+05:30,685.0,724.4,677.1,700.7,2364472
2024-04-19 00:00:00+05:30,700.6,700.6,655.0,665.0,1015524
2024-04-22 00:00:00+05:30,676.85,695.2,672.75,681.1,590601
2024-04-23 00:00:00+05:30,685.7,691.35,674.9,685.3,233991
2024-04-24 00:00:00+05:30,685.3,688.9,678.8,682.3,98798
2024-04-25 00:00:00+05:30,670.0,699.95,670.0,677.8,216020
